Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,22,TOT,NBA,SG,49,802,7.6,0.448,0.352,2.4,6.5,4.4,15.7,1.3,0.6,NA,-0.5,0.4,-0.1,-0.005,NA,-4.6,0,-4.6,-0.6
1974-75,22,NYK,NBA,SG,5,27,6.7,0.4,0,7.6,0,3.9,15.8,0,0,NA,0,0,0,-0.04,NA,-4.2,-0.5,-4.7,0
1974-75,22,PHO,NBA,SG,44,775,7.6,0.45,0.373,2.2,6.7,4.4,15.7,1.4,0.6,NA,-0.5,0.4,-0.1,-0.003,NA,-4.7,0,-4.6,-0.5
Career,NA,,NBA,,49,802,7.6,0.448,0.352,2.4,6.5,4.4,15.7,1.3,0.6,NA,-0.5,0.4,-0.1,-0.005,NA,-4.6,0,-4.6,-0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,44,775,7.6,0.45,0.373,2.2,6.7,4.4,15.7,1.4,0.6,NA,-0.5,0.4,-0.1,-0.003,NA,-4.7,0,-4.6,-0.5
1 season,NA,NYK,NBA,,5,27,6.7,0.4,0,7.6,0,3.9,15.8,0,0,NA,0,0,0,-0.04,NA,-4.2,-0.5,-4.7,0
