Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1986-87,23,PHO,NBA,C,50,18,979,6.8,17.2,0.397,0,0,0,6.8,17.2,0.398,2.4,4.1,0.581,3.8,8,11.8,2.7,0.9,1.8,4.1,6,16.1,NA,85,109
1987-88,24,DET,NBA,C,38,0,298,7.2,16.5,0.436,0,0,NA,7.2,16.5,0.436,2.1,3.8,0.565,4.4,6.2,10.6,0.7,1.3,2.8,3.1,7.7,16.5,NA,92,104
1989-90,26,DET,NBA,C,42,0,246,11.2,25.8,0.432,0.2,1.2,0.167,11,24.6,0.445,1.9,4.5,0.409,3.1,8.9,12,0.8,0.6,3.5,4.3,8.1,24.4,NA,85,101
1990-91,27,DET,NBA,C,60,4,562,9.9,22.5,0.438,0.5,1.2,0.385,9.4,21.3,0.441,5.1,7.2,0.705,5.1,7.1,12.2,3,0.2,3.3,3,7.1,25.3,NA,106,104
1991-92,28,DET,NBA,C,32,8,363,7.2,17.5,0.413,0,0.1,0,7.2,17.3,0.417,2,3.2,0.636,3.5,5.6,9.1,1.7,0.9,2.6,2.2,8.1,16.5,NA,95,106
1992-93,29,SAS,NBA,C,16,0,66,6.9,20.6,0.333,0.8,0.8,1,6.1,19.8,0.308,4.6,9.1,0.5,0.8,6.9,7.6,0,0,0.8,0.8,11.4,19.1,NA,84,110
Career,NA,,NBA,,238,30,2514,8,19.2,0.416,0.1,0.4,0.318,7.8,18.8,0.418,2.9,4.8,0.605,4,7.3,11.3,2.1,0.7,2.5,3.4,7.1,19,NA,92,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,172,12,1469,8.9,20.6,0.431,0.2,0.7,0.3,8.7,19.9,0.436,3.2,5.1,0.628,4.2,6.8,11.1,1.8,0.7,3.1,3,7.6,21.1,NA,97,104
1 season,NA,PHO,NBA,,50,18,979,6.8,17.2,0.397,0,0,0,6.8,17.2,0.398,2.4,4.1,0.581,3.8,8,11.8,2.7,0.9,1.8,4.1,6,16.1,NA,85,109
1 season,NA,SAS,NBA,,16,0,66,6.9,20.6,0.333,0.8,0.8,1,6.1,19.8,0.308,4.6,9.1,0.5,0.8,6.9,7.6,0,0,0.8,0.8,11.4,19.1,NA,84,110
