,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,DNR,ABA,,13,,2,,,,3,5,,,,,,,,,26
1974-75,23,DNA,ABA,,10,,1,,,,7,8,,,,,,,,,20
1975-76,24,SDS,ABA,,13,,1,,,,4,4,,,,,,,,,29
Career,,,,,13,,2,,,,7,8,,,,,,,,,29
2 Seasons,,"DNA,DNR",ABA,,13,,2,,,,7,8,,,,,,,,,26
1 Season,,SDS,ABA,,13,,1,,,,4,4,,,,,,,,,29
