Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Patrick McFarland,,1.3,0.7,0.4
Ben McDonald,91.4,1.3,0.7,0.2
Jarell Martin,88.0,1.3,0.8,0.6
Yi Jianlian,86.9,1.3,0.7,0.7
Richard Anderson,86.8,1.3,0.5,0.5
Chris Johnson,86.4,1.4,0.8,0.2
Tremaine Fowlkes,86.2,1.2,0.5,0.4
Charles Davis,85.9,1.5,0.9,0.3
James Michael McAdoo,84.8,1.1,0.8,0.5
Chris Crawford,84.6,1.3,0.9,0.6
Jeff Turner,84.1,1.2,0.8,0.6
