,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1957-58,22,NYK,NBA,,8,,10,15,,,,18
1958-59,23,NYK,NBA,,12,,7,10,,,,26
1959-60,24,NYK,NBA,,12,,7,14,,,,28
1960-61,25,NYK,NBA,,9,,6,,,,,22
1961-62,26,CHP,NBA,,10,,7,9,,,,21
Career,,,,,12,,10,,,,,28
4 Seasons,,NYK,NBA,,12,,10,,,,,28
1 Season,,CHP,NBA,,10,,7,9,,,,21
