Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Joby Wright,,0.6,0,-0.1,NA
Samardo Samuels,92.3,0.7,0,-0.1,NA
Linton Townes,90.7,0.7,0,-0.1,NA
Okaro White,74.9,0.6,0.2,0,NA
Alton Ford,66.6,0.8,0.1,-0.1,NA
Brian Quinnett,62.4,0.8,0.1,-0.1,NA
Marcus Haislip,54.3,0.6,0.1,0,-0.2
Amal McCaskill,49.6,0.6,0,0,-0.2
Pape Sow,47.8,0.6,0.2,0.1,NA
Ken Durrett,46.6,0.5,0.1,0,0
Anthony Frederick,45.5,0.5,0.2,0,NA
