Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joby Wright,,0.6,0,-0.1
Samardo Samuels,92.3,0.7,0,-0.1
Linton Townes,90.7,0.7,0,-0.1
Josh Davis,76.8,0.5,0,0
Mel Bennett,76.3,0.7,0.1,-0.1
Ron Grandison,75.8,0.6,0,0
Okaro White,74.9,0.6,0.2,0
Marcus Haislip,67.3,0.6,0,-0.2
Alton Ford,66.6,0.8,0.1,-0.1
Ken Durrett,64.9,0.5,0,0
Donny Marshall,63.3,0.6,0.2,-0.1
