Season,Team,Lg,Salary
1994-95,Detroit Pistons,NBA,"$2,750,000"
1995-96,Detroit Pistons,NBA,"$4,050,000"
1996-97,Detroit Pistons,NBA,"$5,025,000"
1997-98,Detroit Pistons,NBA,"$5,850,000"
1998-99,Detroit Pistons,NBA,"$6,675,000"
1999-00,Detroit Pistons,NBA,"$6,939,000"
2000-01,Orlando Magic,NBA,"$9,660,000"
2001-02,Orlando Magic,NBA,"$10,865,250"
2002-03,Orlando Magic,NBA,"$12,072,500"
2003-04,Orlando Magic,NBA,"$13,279,750"
2004-05,Orlando Magic,NBA,"$14,487,000"
2005-06,Orlando Magic,NBA,"$15,694,250"
2006-07,Orlando Magic,NBA,"$16,901,500"
2007-08,Phoenix Suns,NBA,"$1,830,000"
2008-09,Phoenix Suns,NBA,"$1,976,400"
2009-10,Phoenix Suns,NBA,"$3,000,000"
2010-11,Phoenix Suns,NBA,"$3,324,000"
2011-12,Phoenix Suns,NBA,"$6,500,000"
2012-13,Los Angeles Clippers,NBA,"$1,975,000"
Career,(may be incomplete),,"$142,854,650"
