,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,ORL,NBA,SF,4,133,,10%,83%,7%,,-10.3,-11.7,4,4,2,3,12,0,56,2,4
2001-02,29,ORL,NBA,SF,14,512,,2%,80%,18%,,0.0,-1.9,23,7,17,5,36,0,141,8,16
2002-03,30,ORL,NBA,SF,29,843,,2%,77%,20%,,+2.7,+3.5,37,28,20,10,58,0,279,10,12
2004-05,32,ORL,NBA,SF,67,2338,,32%,65%,3%,,-0.8,+4.6,73,55,71,20,153,0,470,42,41
2005-06,33,ORL,NBA,SF,21,613,,24%,75%,1%,,-3.7,-3.1,15,11,26,7,42,16,101,10,20
2006-07,34,ORL,NBA,SG,65,2009,,53%,40%,7%,,-1.0,-4.2,51,43,70,27,145,21,303,38,37
2007-08,35,PHO,NBA,SF,70,2222,,7%,87%,6%,,+7.5,+4.1,38,24,74,18,97,30,460,21,32
2008-09,36,PHO,NBA,SF,82,2445,,8%,81%,12%,,+3.8,+4.6,62,24,104,18,96,43,410,31,52
2009-10,37,PHO,NBA,SF,81,2430,,1%,90%,9%,,+3.8,-4.5,49,31,88,12,118,26,446,23,32
2010-11,38,PHO,NBA,SF,80,2409,,1%,84%,16%,,+0.9,+4.4,51,48,81,19,112,26,478,27,43
2011-12,39,PHO,NBA,SF,49,1378,,,97%,3%,,+3.5,+6.9,30,18,35,6,43,12,237,6,27
2012-13,40,LAC,NBA,SF,29,437,,1%,61%,39%,,0.0,-7.8,8,9,19,3,9,2,60,2,7
Career,,,NBA,,591,17769,,13%,77%,10%,,+2.1,+1.5,441,302,607,148,921,176,3441,220,323
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,PHO,NBA,,362,10884,,3%,87%,10%,,+3.9,+2.7,230,145,382,73,466,137,2031,108,186
6 seasons,,ORL,NBA,,200,6448,,31%,61%,8%,,-0.8,+0.1,203,148,206,72,446,37,1350,110,130
1 season,,LAC,NBA,,29,437,,1%,61%,39%,,0.0,-7.8,8,9,19,3,9,2,60,2,7
