Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,ROC,NBA,PF,68,NA,NA,250,663,0.377,90,121,0.744,NA,153,223,590
1950-51,26,ROC,NBA,PF,67,NA,NA,315,749,0.421,134,172,0.779,584,197,193,764
1951-52,27,ROC,NBA,PF,66,NA,2606,308,742,0.415,120,169,0.71,692,208,218,736
1952-53,28,ROC,NBA,PF,70,NA,2625,314,748,0.42,135,208,0.649,774,231,245,763
1953-54,29,ROC,NBA,PF,71,NA,2377,289,714,0.405,108,181,0.597,589,158,201,686
1954-55,30,ROC,NBA,PF,72,NA,2482,400,866,0.462,124,183,0.678,729,232,201,924
1955-56,31,TOT,NBA,PF,75,NA,2738,390,946,0.412,177,249,0.711,688,294,242,957
1955-56,31,ROC,NBA,PF,34,NA,1369,195,473,0.412,89,125,0.712,344,147,121,479
1955-56,31,STL,NBA,PF,41,NA,1369,195,473,0.412,88,124,0.71,344,147,121,478
1956-57,32,STL,NBA,PF,72,NA,2145,316,775,0.408,123,161,0.764,645,159,235,755
1957-58,33,STL,NBA,PF,72,NA,1506,231,560,0.413,84,131,0.641,485,117,169,546
Career,NA,,NBA,,633,NA,16479,2813,6763,0.416,1095,1575,0.695,5186,1749,1927,6721
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,ROC,NBA,,448,NA,11459,2071,4955,0.418,800,1159,0.69,3712,1326,1402,4942
3 seasons,NA,STL,NBA,,185,NA,5020,742,1808,0.41,295,416,0.709,1474,423,525,1779
