,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,25,ROC,NBA,,9,,7,7,,,,18
1950-51,26,ROC,NBA,,12,,7,8,,,,25
1951-52,27,ROC,NBA,,12,,7,9,,,6,27
1952-53,28,ROC,NBA,,10,,6,8,,,,24
1953-54,29,ROC,NBA,,10,,5,8,,,,23
1954-55,30,ROC,NBA,,10,,7,9,,,6,22
1955-56,31,TOT,NBA,,10,,9,10,,,6,23
1955-56,31,ROC,NBA,,9,,6,9,,,6,22
1955-56,31,STL,NBA,,10,,9,10,,,6,23
1956-57,32,STL,NBA,,15,,7,8,,,6,33
1957-58,33,STL,NBA,,10,,8,9,,,6,22
Career,,,,,15,,9,10,,,,33
7 Seasons,,ROC,NBA,,12,,7,9,,,,27
3 Seasons,,STL,NBA,,15,,9,10,,,6,33
