Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,ROC,NBA,PF,2,NA,NA,NA,NA,0.35,NA,NA,1,NA,NA,NA,NA
1950-51,26,ROC,NBA,PF,14,NA,NA,NA,NA,0.396,NA,NA,0.732,NA,NA,NA,NA
1951-52,27,ROC,NBA,PF,6,NA,247,3.5,8.6,0.407,1.6,2.6,0.611,10.6,5.1,3.6,8.6
1952-53,28,ROC,NBA,PF,3,NA,110,2.3,7.9,0.292,2.6,3.3,0.8,13.1,2.3,4.3,7.2
1953-54,29,ROC,NBA,PF,6,NA,238,4.1,8.2,0.5,2.4,2.7,0.889,11.2,1.8,2.6,10.6
1954-55,30,ROC,NBA,PF,3,NA,91,4.4,14.2,0.306,0.8,3.6,0.222,11.1,3.2,4.4,9.5
1955-56,31,STL,NBA,PF,8,NA,331,4.8,12.2,0.393,2.4,3.8,0.629,8.6,3.5,3.4,12
1956-57,32,STL,NBA,PF,10,NA,313,4.1,13,0.319,2.3,3.9,0.588,10.1,3.8,3.7,10.6
1957-58,33,STL,NBA,PF,11,NA,243,5.6,13.2,0.427,3.4,5.9,0.575,8.9,2.8,5.6,14.7
Career,NA,,NBA,,63,NA,1573,4.3,11.1,0.385,2.3,3.8,0.646,10.1,3.3,3.8,10.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ROC,NBA,,34,NA,686,3.6,9.1,0.395,1.9,2.9,0.701,11.3,3.3,3.5,9.2
3 seasons,NA,STL,NBA,,29,NA,887,4.8,12.7,0.376,2.6,4.4,0.596,9.2,3.4,4.1,12.2
