Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,ROC,NBA,PF,2,NA,NA,7,20,0.35,1,1,1,NA,4,8,15
1950-51,26,ROC,NBA,PF,14,NA,NA,55,139,0.396,30,41,0.732,179,66,49,140
1951-52,27,ROC,NBA,PF,6,NA,247,24,59,0.407,11,18,0.611,73,35,25,59
1952-53,28,ROC,NBA,PF,3,NA,110,7,24,0.292,8,10,0.8,40,7,13,22
1953-54,29,ROC,NBA,PF,6,NA,238,27,54,0.5,16,18,0.889,74,12,17,70
1954-55,30,ROC,NBA,PF,3,NA,91,11,36,0.306,2,9,0.222,28,8,11,24
1955-56,31,STL,NBA,PF,8,NA,331,44,112,0.393,22,35,0.629,79,32,31,110
1956-57,32,STL,NBA,PF,10,NA,313,36,113,0.319,20,34,0.588,88,33,32,92
1957-58,33,STL,NBA,PF,11,NA,243,38,89,0.427,23,40,0.575,60,19,38,99
Career,NA,,NBA,,63,NA,1573,249,646,0.385,133,206,0.646,621,216,224,631
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ROC,NBA,,34,NA,686,131,332,0.395,68,97,0.701,394,132,123,330
3 seasons,NA,STL,NBA,,29,NA,887,118,314,0.376,65,109,0.596,227,84,101,301
