,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,27,UTA,NBA,SF,79,1673,.415,18.9,.429,.119,.093,.051,.167,.571,.493,.738,.273,.556,.424,.356,.293,.014,5,.931,.317,.453,1,0
2015-16,28,UTA,NBA,SF,81,1241,.426,20.1,.278,.120,.031,.017,.110,.722,.531,.743,.333,.800,.313,.386,.372,.007,2,.901,.367,.494,1,0
2016-17,29,UTA,NBA,SF,82,1972,.452,18.1,.381,.182,.073,.040,.086,.619,.471,.671,.333,.222,.282,.441,.370,.009,4,.821,.355,.424,1,0
2017-18,30,UTA,NBA,SF,82,2578,.467,18.0,.354,.164,.103,.040,.046,.646,.516,.678,.392,.379,.333,.440,.359,.008,6,.848,.295,.526,1,0
2018-19,31,UTA,NBA,PF,82,2568,.448,17.3,.398,.191,.133,.042,.031,.602,.533,.667,.439,.382,.320,.391,.388,.004,3,.825,.261,.444,2,0
2019-20,32,UTA,NBA,SF,64,1916,.441,18.1,.372,.136,.164,.051,.022,.628,.516,.716,.383,.480,.364,.397,.358,.004,2,.642,.190,.356,1,0
Career,,,NBA,,470,11948,.446,18.1,.374,.160,.108,.041,.064,.626,.512,.688,.386,.419,.347,.407,.361,.007,22,.819,.289,.459,7,0
