Season,Team,Lg,Salary
2014-15,Utah Jazz,NBA,"$507,336"
2015-16,Utah Jazz,NBA,"$2,250,000"
2016-17,Utah Jazz,NBA,"$2,250,000"
2017-18,Utah Jazz,NBA,"$14,136,364"
2018-19,Utah Jazz,NBA,"$13,045,455"
Career,(may be incomplete),,"$32,189,155"
