Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,24,CHI,NBA,PG,4,144,16.6,0.473,0.264,NA,NA,8.3,31.7,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.064,NA,NA,NA,NA,NA
1972-73,25,CHI,NBA,PG,7,258,10.3,0.372,0.116,NA,NA,6.4,21.3,NA,NA,NA,NA,NA,-0.7,0.5,-0.2,-0.037,NA,NA,NA,NA,NA
1973-74,26,CHI,NBA,PG,11,466,14.8,0.489,0.326,2.2,9.2,5.3,24.6,1.8,0.4,NA,NA,NA,0.5,0,0.5,0.052,NA,-0.7,0.1,-0.5,0.2
1974-75,27,CHI,NBA,PG,13,547,13.6,0.489,0.506,3.4,9.4,6.4,17.5,1.8,0.5,NA,NA,NA,0.4,0.7,1.1,0.097,NA,-0.3,0,-0.3,0.2
1976-77,29,CHI,NBA,PG,3,134,10.1,0.329,0.632,4.2,9.8,6.8,30.3,3.5,0.4,NA,NA,NA,-0.3,0.2,-0.1,-0.036,NA,-2.7,1.5,-1.2,0
Career,NA,,NBA,,38,1549,13.4,0.454,0.336,3,9.4,6.3,22.7,2,0.4,NA,NA,NA,0,1.5,1.5,0.047,NA,-0.7,0.3,-0.5,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHI,NBA,,38,1549,13.4,0.454,0.336,3,9.4,6.3,22.7,2,0.4,NA,NA,NA,0,1.5,1.5,0.047,NA,-0.7,0.3,-0.5,0.4
