Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,22,CIN,NBA,PG,81,2895,9.8,0.454,0.299,NA,NA,NA,20.5,NA,NA,NA,NA,NA,-0.4,2.5,2.1,0.035,NA,NA,NA,NA,NA
1970-71,23,CIN,NBA,SG,82,3324,16.2,0.494,0.387,NA,NA,7.9,30.7,NA,NA,NA,NA,NA,3,3,6,0.086,NA,NA,NA,NA,NA
1971-72,24,TOT,NBA,PG,79,2415,16,0.507,0.394,NA,NA,7.1,29.8,NA,NA,NA,NA,NA,2.6,5.1,7.7,0.152,NA,NA,NA,NA,NA
1971-72,24,CIN,NBA,PG,10,275,9.9,0.366,0.244,NA,NA,10.5,24.1,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,-0.07,NA,NA,NA,NA,NA
1971-72,24,CHI,NBA,PG,69,2140,16.8,0.524,0.414,NA,NA,6.7,30.5,NA,NA,NA,NA,NA,3.1,4.9,8.1,0.181,NA,NA,NA,NA,NA
1972-73,25,CHI,NBA,PG,80,2882,15.7,0.481,0.198,NA,NA,7.6,27.6,NA,NA,NA,NA,NA,2,5.7,7.7,0.129,NA,NA,NA,NA,NA
1973-74,26,CHI,NBA,PG,80,2863,15.5,0.47,0.352,4.1,9.7,6.8,28,2.6,0.1,NA,NA,NA,0.8,4.4,5.2,0.087,NA,-0.5,1,0.5,1.8
1974-75,27,CHI,NBA,PG,70,2590,15.5,0.477,0.307,3.5,9.8,6.7,24.3,2.6,0.3,NA,NA,NA,1.8,3.8,5.6,0.104,NA,-0.5,0.8,0.2,1.5
1975-76,28,CHI,NBA,PG,76,3026,13,0.424,0.323,4.3,9.7,6.8,24.8,2.4,0.5,NA,NA,NA,-0.2,3.3,3.2,0.051,NA,-1.6,0.6,-1,0.8
1976-77,29,CHI,NBA,PG,82,3097,13.4,0.485,0.42,3.6,8.9,6.2,28.4,2,0.3,NA,NA,NA,1.9,3.6,5.5,0.085,NA,-1,0.5,-0.5,1.1
1977-78,30,CHI,NBA,PG,78,2524,11.7,0.495,0.48,3.7,8.5,6.1,27.6,2.7,0.1,25.7,12.4,NA,1.8,2,3.8,0.073,NA,-1.3,0.7,-0.6,0.9
1978-79,31,MIL,NBA,PG,38,555,11,0.536,0.675,1.6,6.4,4,30.7,3.5,0.3,32.9,10.4,NA,0.5,0.6,1.1,0.093,NA,-2.8,1.8,-1,0.1
Career,NA,,NBA,,746,26171,14,0.476,0.343,3.8,9.2,6.9,27,2.5,0.3,26.9,12.1,NA,13.7,34.1,47.8,0.088,NA,-1.1,0.8,-0.3,6.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,CHI,NBA,,535,19122,14.4,0.476,0.338,3.9,9.3,6.7,27.2,2.4,0.3,25.7,12.4,NA,11.2,27.8,39.1,0.098,NA,-1,0.7,-0.3,6.1
3 seasons,NA,CIN,NBA,,173,6494,13.1,0.473,0.347,NA,NA,8.1,25.9,NA,NA,NA,NA,NA,2,5.6,7.7,0.057,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,38,555,11,0.536,0.675,1.6,6.4,4,30.7,3.5,0.3,32.9,10.4,NA,0.5,0.6,1.1,0.093,NA,-2.8,1.8,-1,0.1
