,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,21,ROC,BAA,,4,,7,9,,,4,13
1949-50,22,ROC,NBA,,3,11,0,1,,3,2,6
1950-51,23,ROC,NBA,,5,,6,6,,,4,12
Career,,,TOT,,5,,7,9,,,4,13
,,,NBA,,5,,6,6,,,4,12
,,,BAA,,4,,7,9,,,4,13
,,,,,,,,,,,,
