,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,ATL,NBA,PF,73,1810,,,,79%,21%,-7.9,-3.7,36,50,75,19,124,0,114,25,82
2001-02,29,ATL,NBA,PF,26,422,,,,32%,69%,+2.2,+7.9,3,9,21,5,18,0,23,5,18
2002-03,30,ATL,NBA,C,82,1494,,,,43%,57%,-7.1,-5.4,26,16,99,7,65,0,86,11,22
2003-04,31,ATL,NBA,PF,6,68,,,,82%,18%,-21.6,-17.1,3,0,1,0,2,0,4,0,2
2004-05,32,DAL,NBA,PF,78,1203,,,16%,78%,7%,-5.1,-16.1,23,13,82,8,34,0,46,6,28
2005-06,33,CLE,NBA,C,51,531,,,,35%,65%,-3.5,-7.0,3,10,36,2,23,3,23,6,14
2006-07,34,PHI,NBA,PF,38,418,,,,70%,30%,0.0,+3.6,2,3,38,4,24,6,23,8,5
Career,,,NBA,,354,5946,,,3%,62%,35%,-5.6,-5.7,96,101,352,45,290,9,319,61,171
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,187,3794,,,,60%,40%,-6.7,-3.3,68,75,196,31,209,0,227,41,124
1 season,,DAL,NBA,,78,1203,,,16%,78%,7%,-5.1,-16.1,23,13,82,8,34,0,46,6,28
1 season,,CLE,NBA,,51,531,,,,35%,65%,-3.5,-7.0,3,10,36,2,23,3,23,6,14
1 season,,PHI,NBA,,38,418,,,,70%,30%,0.0,+3.6,2,3,38,4,24,6,23,8,5
