Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1995-96,23,ATL,NBA,PF,79,4,1416,7.3,16.4,0.442,0,0.1,0,7.3,16.3,0.445,4.5,7.6,0.595,6.2,7.3,13.5,1.9,1.7,1.6,3.3,8.2,19,NA,102,107
1996-97,24,ATL,NBA,PF,30,0,501,8.5,17.9,0.475,0,0,NA,8.5,17.9,0.475,5,8.3,0.6,5.2,7.6,12.8,2.5,2.3,0.7,3.2,8.1,22,NA,105,101
1997-98,25,ATL,NBA,PF,69,33,2000,10,20.6,0.485,0.1,0.2,0.5,9.9,20.5,0.485,6.9,10.6,0.652,5.5,6.6,12.1,2,1.1,1,3,4.8,27,NA,111,106
1998-99,26,ATL,NBA,SF,38,37,1142,9.2,20.8,0.442,0,0,0,9.2,20.8,0.443,4.9,7.3,0.671,4.9,7.4,12.3,1.4,1.6,0.9,2.9,4.7,23.3,NA,102,97
1999-00,27,ATL,NBA,PF,82,82,2775,8.1,17.5,0.461,0,0.2,0.1,8.1,17.3,0.465,4.2,6.3,0.671,5,5.8,10.8,1.5,1.5,1,2.6,4.4,20.4,NA,105,108
2000-01,28,ATL,NBA,PF,73,42,1810,8.6,19.4,0.444,0,0,0,8.6,19.3,0.445,5,7.8,0.638,5.2,6.5,11.7,1.4,1.5,0.8,3.6,4.7,22.2,NA,97,105
2001-02,29,ATL,NBA,PF,26,1,422,7.3,14.4,0.509,0.1,0.1,1,7.2,14.2,0.504,3,5.6,0.533,3.8,8.2,12,1.4,1.4,1.9,2.6,5,17.7,NA,102,105
2002-03,30,ATL,NBA,C,82,3,1494,5.4,11.6,0.468,0,0.1,0,5.4,11.5,0.471,3.1,4.9,0.638,5.5,8.5,14.1,1.4,1.2,1.1,2.2,5.9,13.9,NA,106,106
2003-04,31,ATL,NBA,PF,6,0,68,7.8,16.3,0.476,0,0,NA,7.8,16.3,0.476,3.1,4.7,0.667,8.5,7.8,16.3,1.6,0.8,1.6,2.3,0.8,18.7,NA,110,107
2004-05,32,DAL,NBA,PF,78,10,1203,5,9.5,0.527,0,0.1,0,5,9.4,0.532,1.8,3.3,0.539,7.1,7.9,15,0.9,1.2,1.6,2.1,6.4,11.7,NA,114,104
2005-06,33,CLE,NBA,C,51,3,531,4.7,9.2,0.516,0,0,NA,4.7,9.2,0.516,3.3,4.9,0.673,6,7.8,13.8,1,0.9,1.2,2.2,5.8,12.8,NA,115,106
2006-07,34,PHI,NBA,PF,38,5,418,5.4,8.5,0.642,0,0,NA,5.4,8.5,0.642,4.2,6,0.702,6.1,7.5,13.5,1.3,1.1,1.5,1.5,7.8,15.1,NA,136,106
Career,NA,,NBA,,652,220,13780,7.6,16.3,0.469,0,0.1,0.192,7.6,16.2,0.471,4.4,6.9,0.639,5.5,7,12.6,1.5,1.4,1.1,2.8,5.5,19.7,NA,106,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,ATL,NBA,,485,202,11628,8.1,17.6,0.461,0,0.1,0.208,8.1,17.5,0.463,4.7,7.4,0.641,5.3,6.9,12.2,1.6,1.5,1.1,2.9,5.4,21,NA,104,106
1 season,NA,DAL,NBA,,78,10,1203,5,9.5,0.527,0,0.1,0,5,9.4,0.532,1.8,3.3,0.539,7.1,7.9,15,0.9,1.2,1.6,2.1,6.4,11.7,NA,114,104
1 season,NA,CLE,NBA,,51,3,531,4.7,9.2,0.516,0,0,NA,4.7,9.2,0.516,3.3,4.9,0.673,6,7.8,13.8,1,0.9,1.2,2.2,5.8,12.8,NA,115,106
1 season,NA,PHI,NBA,,38,5,418,5.4,8.5,0.642,0,0,NA,5.4,8.5,0.642,4.2,6,0.702,6.1,7.5,13.5,1.3,1.1,1.5,1.5,7.8,15.1,NA,136,106
