Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,23,ATL,NBA,PF,10,0,145,5.7,9.9,0.575,0,0,NA,5.7,9.9,0.575,1.7,2.5,0.7,4.2,2.5,6.7,1.7,0.2,1,2.2,5,13.2
1996-97,24,ATL,NBA,PF,10,0,136,5,9,0.559,0,0,NA,5,9,0.559,5.3,6.9,0.769,2.9,5.8,8.7,0,0.3,0.8,1.9,6.9,15.4
1997-98,25,ATL,NBA,PF,4,4,126,5.7,10.9,0.526,0,0.3,0,5.7,10.6,0.541,3.1,5.1,0.611,2.9,3.4,6.3,1.1,0.9,0.3,1.7,3.7,14.6
1998-99,26,ATL,NBA,SF,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,9,0
2004-05,32,DAL,NBA,PF,9,0,92,3.1,5.5,0.571,0,0,NA,3.1,5.5,0.571,0.8,0.8,1,4.3,2.3,6.7,0,0.8,0.8,0.8,5.9,7
2005-06,33,CLE,NBA,C,2,0,9,0,8,0,0,0,NA,0,8,0,0,0,NA,4,4,8,0,0,0,0,4,0
Career,NA,,NBA,,36,4,512,4.9,9,0.547,0,0.1,0,4.9,8.9,0.551,2.8,3.9,0.714,3.5,3.6,7.1,0.8,0.5,0.7,1.7,5.3,12.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ATL,NBA,,25,4,411,5.4,9.8,0.554,0,0.1,0,5.4,9.7,0.559,3.3,4.7,0.704,3.3,3.9,7.2,1,0.4,0.7,1.9,5.3,14.2
1 season,NA,DAL,NBA,,9,0,92,3.1,5.5,0.571,0,0,NA,3.1,5.5,0.571,0.8,0.8,1,4.3,2.3,6.7,0,0.8,0.8,0.8,5.9,7
1 season,NA,CLE,NBA,,2,0,9,0,8,0,0,0,NA,0,8,0,0,0,NA,4,4,8,0,0,0,0,4,0
