,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,TOT,NBA,PF,59,1182,,,9%,82%,9%,+0.2,-0.2,19,10,42,18,56,0,99,6,33
2000-01,27,DET,NBA,PF,33,804,,,8%,87%,5%,-3.5,-2.1,15,7,24,12,37,0,71,4,22
2000-01,27,TOR,NBA,PF,26,378,,,12%,71%,18%,+8.3,+6.4,4,3,18,6,19,0,28,2,11
2001-02,28,TOR,NBA,PF,68,1641,,,64%,36%,,+3.5,+6.8,26,12,52,17,77,0,169,16,35
2002-03,29,TOR,NBA,PF,71,2346,,,9%,91%,1%,-4.1,+6.1,23,30,67,25,129,0,214,25,52
2003-04,30,TOT,NBA,PF,68,1637,,,22%,71%,7%,-6.3,-1.3,35,15,37,13,72,0,158,21,30
2003-04,30,TOR,NBA,PF,15,407,,,,100%,,-4.7,-1.5,9,6,9,4,12,0,22,1,4
2003-04,30,CHI,NBA,PF,53,1230,,,29%,61%,10%,-6.7,+0.3,26,9,28,9,60,0,136,20,26
2004-05,31,NYK,NBA,SF,79,1211,,1%,57%,42%,,+1.7,+6.5,16,22,52,18,79,0,89,16,22
Career,,,NBA,,345,8017,,,30%,67%,3%,-1.5,+3.9,119,89,250,91,413,0,729,84,172
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,TOR,NBA,,180,4772,,,27%,71%,2%,-0.6,+5.7,62,51,146,52,237,0,433,44,102
1 season,,NYK,NBA,,79,1211,,1%,57%,42%,,+1.7,+6.5,16,22,52,18,79,0,89,16,22
1 season,,CHI,NBA,,53,1230,,,29%,61%,10%,-6.7,+0.3,26,9,28,9,60,0,136,20,26
1 season,,DET,NBA,,33,804,,,8%,87%,5%,-3.5,-2.1,15,7,24,12,37,0,71,4,22
