,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1967-68,22,BOS,NBA,,1,2,1,3,2,1,1,3
1968-69,23,BOS,NBA,,0,2,0,0,0,1,0,0
Career,,,,,1,2,1,3,2,1,1,3
