,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,PHO,NBA,PF,3,13,,,,79%,21%,-11.1,-17.2,1,0,0,0,1,0,3,0,0
2010-11,23,ORL,NBA,SF,1,6,,,,100%,,-39.7,-42.7,0,0,0,0,0,0,3,0,0
2011-12,24,ORL,NBA,PF,5,88,,,,98%,2%,-17.0,-6.7,2,2,4,0,2,0,2,1,3
2012-13,25,LAL,NBA,PF,4,82,,,32%,69%,,-34.7,-24.6,3,2,1,0,0,0,3,0,0
2014-15,27,BRK,NBA,PF,2,13,,,,100%,,-54.8,-51.3,0,0,1,0,0,0,0,0,1
Career,,,NBA,,15,202,,,13%,85%,2%,-26.9,-18.6,6,4,6,0,3,0,11,1,4
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,6,94,,,,99%,1%,-18.4,-9.0,2,2,4,0,2,0,5,1,3
1 season,,LAL,NBA,,4,82,,,32%,69%,,-34.7,-24.6,3,2,1,0,0,0,3,0,0
1 season,,PHO,NBA,,3,13,,,,79%,21%,-11.1,-17.2,1,0,0,0,1,0,3,0,0
1 season,,BRK,NBA,,2,13,,,,100%,,-54.8,-51.3,0,0,1,0,0,0,0,0,1
