,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,25,CHA,NBA,35:06,7,14,2,4,5,10,3,5,2,3,4,6,1,0,2,4,19,13.7
2010-11,26,TOT,NBA,35:59,5,11,2,4,4,7,6,9,0,4,4,8,4,0,5,4,16,10.6
2010-11,26,DEN,NBA,35:59,5,11,2,4,4,7,6,9,0,4,4,8,4,0,5,4,16,10.6
2012-13,28,NYK,NBA,47:33,10,21,4,9,10,16,4,5,4,5,7,10,3,2,3,4,27,19.8
2014-15,30,DAL,NBA,17:54,3,9,0,2,3,7,3,3,1,4,4,3,0,0,0,1,9,6.6
2015-16,31,DAL,NBA,41:47,9,16,1,4,8,13,4,7,1,10,11,11,4,0,4,3,21,18.2
2016-17,32,LAC,NBA,23:43,4,6,2,3,3,5,3,3,1,2,3,5,3,0,1,3,11,11.6
2017-18,33,OKC,NBA,21:16,5,10,4,5,1,5,0,2,2,5,7,3,2,1,2,3,14,12.4
2018-19,34,OKC,NBA,14:44,3,4,2,3,1,1,1,2,0,1,1,2,2,1,1,2,8,5.9
Career,,,,47:33,10,21,4,9,10,16,6,9,4,10,11,11,4,2,5,4,27,19.8
1 Season,,NYK,NBA,47:33,10,21,4,9,10,16,4,5,4,5,7,10,3,2,3,4,27,19.8
2 Seasons,,OKC,NBA,21:16,5,10,4,5,1,5,1,2,2,5,7,3,2,1,2,3,14,12.4
2 Seasons,,DAL,NBA,41:47,9,16,1,4,8,13,4,7,1,10,11,11,4,0,4,3,21,18.2
1 Season,,LAC,NBA,23:43,4,6,2,3,3,5,3,3,1,2,3,5,3,0,1,3,11,11.6
1 Season,,DEN,NBA,35:59,5,11,2,4,4,7,6,9,0,4,4,8,4,0,5,4,16,10.6
1 Season,,CHA,NBA,35:06,7,14,2,4,5,10,3,5,2,3,4,6,1,0,2,4,19,13.7
