,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,21,CHA,NBA,PG,80,2406,55%,45%,,,,-2.7,+4.3,104,55,60,11,93,28,980,24,58
2006-07,22,CHA,NBA,PG,78,2832,76%,25%,,,,-2.0,+6.2,136,60,68,15,98,24,1208,17,48
2007-08,23,CHA,NBA,PG,79,2972,94%,7%,,,,-3.9,+4.1,132,54,81,13,110,10,1344,26,65
2008-09,24,CHA,NBA,PG,82,3086,62%,38%,,,,-0.5,+4.1,149,56,74,11,92,23,1266,21,71
2009-10,25,CHA,NBA,PG,80,2643,91%,9%,,,,+2.3,+2.0,122,25,83,11,57,10,1010,14,48
2010-11,26,TOT,NBA,PG-SG,75,2737,89%,11%,,,,+2.5,-0.9,157,44,54,13,67,20,1440,15,39
2010-11,26,NYK,NBA,PG,54,2074,100%,,,,,-0.6,-3.6,128,35,39,9,48,17,1117,10,26
2010-11,26,DEN,NBA,SG,21,663,53%,47%,,,,+12.3,+8.7,29,9,15,4,19,3,323,5,13
2011-12,27,POR,NBA,PG,60,1906,98%,2%,,,,+3.4,+11.4,107,41,44,15,42,11,881,9,25
2012-13,28,NYK,NBA,PG,68,2313,100%,,,,,+5.3,+2.2,93,51,57,4,46,16,924,12,35
2013-14,29,NYK,NBA,PG,65,2017,100%,,,,,+0.2,+2.5,81,36,63,6,48,20,880,5,31
2014-15,30,DAL,NBA,PG,29,281,47%,51%,2%,,,-4.7,-8.2,12,4,6,1,3,2,104,1,7
2015-16,31,DAL,NBA,PG,80,2192,69%,31%,,,,-0.5,-0.7,61,43,59,9,45,11,690,12,32
2016-17,32,LAC,NBA,PG,80,1700,91%,9%,,,,-4.4,-14.9,49,27,68,1,23,8,457,4,23
2017-18,33,OKC,NBA,PG,82,1365,100%,,,,,-1.7,-7.5,42,24,36,3,17,6,493,4,24
2018-19,34,OKC,NBA,PG,33,379,63%,38%,,,,+1.5,-1.7,10,3,18,0,5,2,126,0,3
Career,,,NBA,,971,28829,83%,17%,,,,-0.2,+1.7,1255,523,771,113,746,191,11803,164,509
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHA,NBA,,399,13939,76%,24%,,,,-1.4,+4.2,643,250,366,61,450,95,5808,102,290
3 seasons,,NYK,NBA,,187,6404,100%,,,,,+1.8,+0.4,302,122,159,19,142,53,2921,27,92
2 seasons,,OKC,NBA,,115,1744,92%,8%,,,,-1.0,-6.3,52,27,54,3,22,8,619,4,27
2 seasons,,DAL,NBA,,109,2473,67%,33%,,,,-0.9,-1.5,73,47,65,10,48,13,794,13,39
1 season,,LAC,NBA,,80,1700,91%,9%,,,,-4.4,-14.9,49,27,68,1,23,8,457,4,23
1 season,,POR,NBA,,60,1906,98%,2%,,,,+3.4,+11.4,107,41,44,15,42,11,881,9,25
1 season,,DEN,NBA,,21,663,53%,47%,,,,+12.3,+8.7,29,9,15,4,19,3,323,5,13
