,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,25,CHA,NBA,PG,4,130,92%,8%,,,,-20.2,-30.2,6,0,4,0,3,1,46,1,4
2010-11,26,DEN,NBA,SG,5,152,48%,52%,,,,-10.1,-12.4,8,0,3,2,8,0,50,1,1
2012-13,28,NYK,NBA,PG,12,454,100%,,,,,+2.8,-2.2,15,5,12,0,11,5,138,4,11
2014-15,30,DAL,NBA,PG,3,36,48%,52%,,,,-21.4,-18.1,0,0,0,0,2,0,10,1,0
2015-16,31,DAL,NBA,PG,5,172,72%,28%,,,,-15.9,+14.0,0,11,6,1,3,0,51,1,7
2016-17,32,LAC,NBA,PG,7,127,59%,41%,,,,-2.1,-0.4,2,1,7,0,1,0,23,0,1
2017-18,33,OKC,NBA,PG,6,79,100%,,,,,-2.7,+3.1,3,1,3,0,1,0,20,0,2
2018-19,34,OKC,NBA,PG,5,57,25%,75%,,,,+9.9,+21.4,1,0,0,1,0,1,7,0,0
Career,,,NBA,,47,1207,79%,21%,,,,-5.2,-3.0,35,18,35,4,29,7,345,8,26
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NYK,NBA,,12,454,100%,,,,,+2.8,-2.2,15,5,12,0,11,5,138,4,11
2 seasons,,OKC,NBA,,11,136,68%,32%,,,,+2.6,+10.8,4,1,3,1,1,1,27,0,2
2 seasons,,DAL,NBA,,8,208,68%,32%,,,,-16.9,+8.5,0,11,6,1,5,0,61,2,7
1 season,,LAC,NBA,,7,127,59%,41%,,,,-2.1,-0.4,2,1,7,0,1,0,23,0,1
1 season,,DEN,NBA,,5,152,48%,52%,,,,-10.1,-12.4,8,0,3,2,8,0,50,1,1
1 season,,CHA,NBA,,4,130,92%,8%,,,,-20.2,-30.2,6,0,4,0,3,1,46,1,4
