Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,MNL,NBA,SF,8,NA,14.9,2.8,5.6,0.489,1.9,2.3,0.833,2.6,0.4,3,7.4
1960-61,24,LAL,NBA,SF,12,NA,23.6,4.5,9.7,0.466,2.6,3.9,0.66,6.3,1.1,3.6,11.6
1961-62,25,LAL,NBA,SF,13,NA,15.6,1.7,4.7,0.361,0.8,1.8,0.417,5.1,1.5,2.6,4.2
1962-63,26,CIN,NBA,SF,12,NA,22,3.8,7.6,0.505,2.8,3.9,0.723,6.8,1.9,3.8,10.5
1963-64,27,CIN,NBA,SF,10,NA,27.3,4.3,9.7,0.443,1.5,2.2,0.682,9.3,1.1,3.8,10.1
1964-65,28,CIN,NBA,SF,4,NA,23.8,4.3,8.3,0.515,1,1.3,0.8,7,0.3,3.3,9.5
1965-66,29,CIN,NBA,SF,5,NA,21.8,2.2,4.8,0.458,0.2,1.2,0.167,4.4,0.2,3.2,4.6
1966-67,30,LAL,NBA,SF,3,NA,31.7,4.3,10.3,0.419,1.3,2.7,0.5,6.7,3.3,4,10
1967-68,31,LAL,NBA,PF,15,NA,31.9,3.9,8.6,0.457,1.6,2.7,0.6,6,1.2,3.5,9.5
1968-69,32,LAL,NBA,SF,14,NA,12.9,1.7,3.6,0.48,0.5,1.3,0.389,2.9,0.5,2.3,3.9
Career,NA,,NBA,,96,NA,21.9,3.2,7.1,0.459,1.5,2.4,0.617,5.6,1.1,3.2,8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"MNL,LAL",NBA,,65,NA,20.9,3,6.6,0.449,1.4,2.4,0.587,4.8,1.1,3,7.4
4 seasons,NA,CIN,NBA,,31,NA,23.9,3.8,7.9,0.478,1.7,2.6,0.675,7.2,1.2,3.6,9.3
