Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1959-60,23,MNL,NBA,SF,69,1467,10.7,0.419,0.283,NA,NA,NA,NA,NA,-0.4,1.5,1.2,0.038
1960-61,24,LAL,NBA,SF,78,1846,12.1,0.462,0.327,NA,NA,NA,NA,NA,1.2,2,3.2,0.084
1961-62,25,LAL,NBA,SF,79,1903,10.5,0.45,0.315,NA,NA,NA,NA,NA,0.3,1.8,2.1,0.054
1962-63,26,CIN,NBA,SF,79,1721,14,0.503,0.38,NA,NA,NA,NA,NA,1.9,1.1,2.9,0.082
1963-64,27,CIN,NBA,SF,73,1770,10.7,0.472,0.324,NA,NA,NA,NA,NA,0.8,1.4,2.3,0.062
1964-65,28,CIN,NBA,SF,79,1864,9,0.443,0.379,NA,NA,NA,5.5,NA,0,1,1,0.026
1965-66,29,CIN,NBA,SF,79,2126,9.9,0.476,0.346,NA,NA,NA,5.8,NA,1,1.5,2.5,0.055
1966-67,30,LAL,NBA,SF,76,1798,10.3,0.488,0.302,NA,NA,NA,5.7,NA,1.1,1.4,2.4,0.065
1967-68,31,LAL,NBA,PF,78,2463,10.3,0.513,0.294,NA,NA,NA,5.9,NA,2.5,1.6,4.1,0.08
1968-69,32,LAL,NBA,SF,74,1507,10.1,0.495,0.328,NA,NA,NA,7.2,NA,1.2,1.1,2.3,0.074
Career,NA,,NBA,,764,18465,10.7,0.473,0.327,NA,NA,NA,5.9,NA,9.6,14.4,24.1,0.063
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"MNL,LAL",NBA,,454,10984,10.7,0.472,0.308,NA,NA,NA,6.2,NA,5.9,9.5,15.4,0.067
4 seasons,NA,CIN,NBA,,310,7481,10.8,0.474,0.357,NA,NA,NA,5.6,NA,3.7,5,8.7,0.056
