,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,23,MNL,NBA,,9,,8,10,,,,20
1960-61,24,LAL,NBA,,15,,5,11,,,6,32
1961-62,25,LAL,NBA,,9,,8,,,,,22
1962-63,26,CIN,NBA,,9,,9,,,,,24
1963-64,27,CIN,NBA,,8,,8,9,,,,19
1964-65,28,CIN,NBA,,8,,7,11,,,,19
1965-66,29,CIN,NBA,,11,,7,12,,,,24
1966-67,30,LAL,NBA,,10,,7,9,,,,24
1967-68,31,LAL,NBA,,11,,6,9,,,,26
1968-69,32,LAL,NBA,,10,,4,10,,,,21
Career,,,,,15,,9,,,,,32
6 Seasons,,"LAL,MNL",NBA,,15,,8,,,,,32
4 Seasons,,CIN,NBA,,11,,9,,,,,24
