Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,MNL,NBA,SF,8,NA,119,22,45,0.489,15,18,0.833,21,3,24,59
1960-61,24,LAL,NBA,SF,12,NA,283,54,116,0.466,31,47,0.66,76,13,43,139
1961-62,25,LAL,NBA,SF,13,NA,203,22,61,0.361,10,24,0.417,66,19,34,54
1962-63,26,CIN,NBA,SF,12,NA,264,46,91,0.505,34,47,0.723,81,23,45,126
1963-64,27,CIN,NBA,SF,10,NA,273,43,97,0.443,15,22,0.682,93,11,38,101
1964-65,28,CIN,NBA,SF,4,NA,95,17,33,0.515,4,5,0.8,28,1,13,38
1965-66,29,CIN,NBA,SF,5,NA,109,11,24,0.458,1,6,0.167,22,1,16,23
1966-67,30,LAL,NBA,SF,3,NA,95,13,31,0.419,4,8,0.5,20,10,12,30
1967-68,31,LAL,NBA,PF,15,NA,478,59,129,0.457,24,40,0.6,90,18,53,142
1968-69,32,LAL,NBA,SF,14,NA,180,24,50,0.48,7,18,0.389,40,7,32,55
Career,NA,,NBA,,96,NA,2099,311,677,0.459,145,235,0.617,537,106,310,767
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"MNL,LAL",NBA,,65,NA,1358,194,432,0.449,91,155,0.587,313,70,198,479
4 seasons,NA,CIN,NBA,,31,NA,741,117,245,0.478,54,80,0.675,224,36,112,288
