,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,22,MEM,NBA,PG,5,10,100%,,,,,-43.7,-43.7,0,1,1,0,0,0,4,0,0
2011-12,23,ORL,NBA,PG,1,5,100%,,,,,+2.2,+15.2,0,0,0,0,0,0,0,0,0
2012-13,24,MIL,NBA,PG,4,11,100%,,,,,+24.5,+43.6,1,0,1,0,0,0,7,0,0
2018-19,30,DET,NBA,PG,4,81,100%,,,,,-24.9,-0.6,3,1,4,0,2,0,35,0,1
Career,,,NBA,,14,107,100%,,,,,-20.3,+0.7,4,2,6,0,2,0,46,0,1
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,5,10,100%,,,,,-43.7,-43.7,0,1,1,0,0,0,4,0,0
1 season,,DET,NBA,,4,81,100%,,,,,-24.9,-0.6,3,1,4,0,2,0,35,0,1
1 season,,MIL,NBA,,4,11,100%,,,,,+24.5,+43.6,1,0,1,0,0,0,7,0,0
1 season,,ORL,NBA,,1,5,100%,,,,,+2.2,+15.2,0,0,0,0,0,0,0,0,0
