Season,Team,Lg,Salary
2010-11,Memphis Grizzlies,NBA,"$473,604"
2011-12,Orlando Magic,NBA,"$522,486"
2011-12,Golden State Warriors,NBA,"$116,768"
2012-13,Milwaukee Bucks,NBA,"$854,389"
2013-14,Milwaukee Bucks,NBA,"$951,463"
2014-15,Houston Rockets,NBA,"$981,084"
2014-15,Philadelphia 76ers,NBA,"$981,084"
2015-16,Philadelphia 76ers,NBA,"$1,100,602"
2016-17,Detroit Pistons,NBA,"$6,000,000"
2017-18,Detroit Pistons,NBA,"$6,000,000"
2018-19,Detroit Pistons,NBA,"$6,000,000"
Career,(may be incomplete),,"$23,981,480"
