,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2016-17,18,PURDUE,35,813,128,335,49,144,55,74,14,91,62,36,3,64,68,360,.382,.340,.743,23.2,10.3,2.6,1.8
2017-18,19,PURDUE,37,1092,229,500,97,239,131,159,13,142,104,42,8,64,65,686,.458,.406,.824,29.5,18.5,3.8,2.8
2018-19,20,PURDUE,36,1275,277,703,135,380,185,221,14,130,104,48,10,113,73,874,.394,.355,.837,35.4,24.3,3.6,2.9
Career,,,108,3180,634,1538,281,763,371,454,41,363,270,126,21,241,206,1920,.412,.368,.817,29.4,17.8,3.4,2.5
