Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,SFW,NBA,PF,5,27,4.1,0.458,NA,1.2,NA,NA,NA,4.3,NA,NA,NA,NA,NA,0,0,0,0.022
Career,NA,,NBA,,5,27,4.1,0.458,NA,1.2,NA,NA,NA,4.3,NA,NA,NA,NA,NA,0,0,0,0.022
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SFW,NBA,,5,27,4.1,0.458,NA,1.2,NA,NA,NA,4.3,NA,NA,NA,NA,NA,0,0,0,0.022
