Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,22,FTW,NBA,SG,1,4,-3.4,0.25,0,NA,NA,NA,63.2,NA,-0.1,0,-0.1,-0.601
1952-53,23,FTW,NBA,PG,1,2,2.5,NA,NA,NA,NA,NA,0,NA,0,0,0,0.023
Career,NA,,NBA,,2,6,-1.4,0.25,0,NA,NA,NA,42.1,NA,-0.1,0,0,-0.393
