,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,27,DAL,NBA,SG,4,57,,62%,38%,,,-12.6,-14.7,3,0,1,0,1,0,9,0,2
2002-03,28,DAL,NBA,SG,15,131,,56%,44%,,,-6.8,-7.0,5,0,11,2,1,0,20,0,1
2004-05,30,CHI,NBA,SF,5,86,,,88%,12%,,+5.4,+10.2,2,1,4,0,2,0,24,1,1
2005-06,31,DAL,NBA,SG,20,349,6%,89%,6%,,,+6.3,+2.9,5,1,21,2,4,0,55,2,5
2006-07,32,CHI,NBA,SF,4,9,,18%,82%,,,-55.0,-57.0,0,0,0,0,0,0,0,0,0
Career,,,NBA,,48,632,3%,66%,29%,2%,,+0.9,-0.6,15,2,37,4,8,0,108,3,9
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DAL,NBA,,39,537,4%,78%,18%,,,+1.1,-1.4,13,1,33,4,6,0,84,2,8
2 seasons,,CHI,NBA,,9,95,,2%,87%,11%,,-0.3,+3.8,2,1,4,0,2,0,24,1,1
