Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,23,BLB,NBA,C,72,2672,22.9,0.491,0.716,NA,NA,NA,NA,NA,7.6,1,8.6,0.155
1954-55,24,NYK,NBA,C,72,2024,20.4,0.494,0.599,NA,NA,NA,NA,NA,4.8,2.5,7.2,0.172
1955-56,25,NYK,NBA,C,72,1702,18.6,0.506,0.702,NA,NA,NA,NA,NA,4.3,1.2,5.5,0.155
1956-57,26,NYK,NBA,C,72,1622,18.8,0.497,0.523,NA,NA,NA,NA,NA,4.2,1.3,5.5,0.162
1957-58,27,NYK,NBA,C,72,1709,18.9,0.512,0.565,NA,NA,NA,NA,NA,4.5,1.3,5.8,0.164
1958-59,28,NYK,NBA,C,72,1588,14,0.445,0.459,NA,NA,NA,NA,NA,1,1,2,0.061
1959-60,29,TOT,NBA,C,47,882,11.3,0.423,0.315,NA,NA,NA,NA,NA,-0.1,0.9,0.8,0.045
1959-60,29,NYK,NBA,C,16,186,8.9,0.373,0.351,NA,NA,NA,NA,NA,-0.3,0.1,-0.2,-0.06
1959-60,29,MNL,NBA,C,31,696,12,0.441,0.303,NA,NA,NA,NA,NA,0.2,0.9,1.1,0.073
1960-61,30,LAL,NBA,C,78,1510,9.6,0.433,0.38,NA,NA,NA,NA,NA,-0.1,1.9,1.8,0.057
1961-62,31,LAL,NBA,C,80,1478,9.1,0.475,0.327,NA,NA,NA,NA,NA,0.8,1.5,2.3,0.074
Career,NA,,NBA,,637,15187,16.9,0.481,0.546,NA,NA,NA,NA,NA,26.9,12.7,39.6,0.125
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,376,8831,18.1,0.488,0.564,NA,NA,NA,NA,NA,18.4,7.4,25.8,0.14
3 seasons,NA,"MNL,LAL",NBA,,189,3684,9.8,0.449,0.344,NA,NA,NA,NA,NA,0.9,4.2,5.1,0.067
1 season,NA,BLB,NBA,,72,2672,22.9,0.491,0.716,NA,NA,NA,NA,NA,7.6,1,8.6,0.155
