Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,23,BLB,NBA,C,72,NA,37.1,5.7,13.7,0.417,6.2,9.8,0.638,13.3,1.1,3.5,17.6
1954-55,24,NYK,NBA,C,72,NA,28.1,5.1,11.6,0.438,4.3,6.9,0.622,11.4,0.9,4,14.4
1955-56,25,NYK,NBA,C,72,NA,23.6,3.8,9.3,0.415,4.6,6.5,0.706,8.7,0.7,4.1,12.3
1956-57,26,NYK,NBA,C,72,NA,22.5,4.1,9.8,0.416,3.8,5.2,0.747,8.2,0.5,3.9,12
1957-58,27,NYK,NBA,C,72,NA,23.7,4.2,9.6,0.442,3.8,5.4,0.697,10.4,0.7,3.9,12.2
1958-59,28,NYK,NBA,C,72,NA,22.1,3.6,9.7,0.371,3.2,4.5,0.713,7.9,0.7,3.8,10.4
1959-60,29,TOT,NBA,C,47,NA,18.8,2.9,7.6,0.383,1.5,2.4,0.625,7.2,0.7,3.8,7.3
1959-60,29,NYK,NBA,C,16,NA,11.6,1.9,5.9,0.33,1.2,2.1,0.576,5.1,0.1,2.8,5.1
1959-60,29,MNL,NBA,C,31,NA,22.5,3.4,8.4,0.402,1.6,2.5,0.646,8.3,0.9,4.3,8.4
1960-61,30,LAL,NBA,C,78,NA,19.4,2.4,6.5,0.372,1.7,2.5,0.699,6.9,0.5,3.9,6.6
1961-62,31,LAL,NBA,C,80,NA,18.5,2.1,5,0.43,1.1,1.6,0.692,5.9,0.7,3.3,5.4
Career,NA,,NBA,,637,NA,23.8,3.8,9.2,0.412,3.4,5,0.678,8.9,0.7,3.8,10.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,376,NA,23.5,4.1,9.8,0.415,3.8,5.5,0.691,9.1,0.7,3.9,12
3 seasons,NA,"MNL,LAL",NBA,,189,NA,19.5,2.5,6.2,0.398,1.5,2.1,0.687,6.7,0.6,3.7,6.4
1 season,NA,BLB,NBA,,72,NA,37.1,5.7,13.7,0.417,6.2,9.8,0.638,13.3,1.1,3.5,17.6
