Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,22,LAL,NBA,PF,14,0,138,6.5,9.9,0.658,0,0,NA,6.5,9.9,0.658,1.8,3.9,0.467,2.1,5.5,7.6,0.8,1.6,2.1,1.6,6,14.9
1991-92,23,LAL,NBA,C,4,2,117,4.3,11.4,0.378,0,0,NA,4.3,11.4,0.378,3.7,5.5,0.667,2.8,4.9,7.7,1.8,0.9,1.8,1.2,4.3,12.3
1992-93,24,LAL,NBA,PF,5,5,178,5.9,14,0.42,0,0,NA,5.9,14,0.42,2.4,4.9,0.5,3.4,5.1,8.5,1.4,1.2,2.4,2.4,3,14.2
1994-95,26,LAL,NBA,PF,10,10,376,6.1,12.6,0.485,0,0,NA,6.1,12.6,0.485,2.8,4.2,0.659,2.5,4.5,7,1.5,0.4,2.9,1.4,4.2,15
1995-96,27,LAL,NBA,PF,4,4,129,5.6,10.9,0.513,0,0.3,0,5.6,10.6,0.526,2.2,4.5,0.5,0.8,8.1,8.9,2.2,0.3,2.5,2.8,4.7,13.4
1996-97,28,LAL,NBA,PF,9,9,278,4.8,12,0.398,0.1,0.1,1,4.7,11.9,0.391,4,4.9,0.816,1.8,3.2,5.1,1.2,0.9,1.7,1.8,3.9,13.7
1997-98,29,LAL,NBA,PF,13,0,180,4.6,10.2,0.451,0,0,NA,4.6,10.2,0.451,4.4,6.8,0.647,3.4,5.6,9,1.6,0.6,2.4,2.6,5.4,13.6
1999-00,31,CHH,NBA,C,4,4,150,5.3,11.3,0.468,0,0.2,0,5.3,11,0.478,3.1,3.4,0.929,2.2,5.8,7.9,1,0.5,1,1.9,3.8,13.7
2000-01,32,CHH,NBA,PF,10,10,287,5.3,13.3,0.396,0,0,NA,5.3,13.3,0.396,4.6,6.1,0.755,3.4,6.5,9.9,0.9,0.6,1.4,2.1,4.6,15.2
2001-02,33,CHH,NBA,PF,9,9,254,6.9,15.6,0.445,0,0.1,0,6.9,15.4,0.45,3.4,4.8,0.706,2,6.5,8.5,2.3,0.9,3.3,2.4,4.8,17.3
2003-04,35,DET,NBA,C,14,0,124,2.9,10.2,0.286,0,0,NA,2.9,10.2,0.286,2.9,5.2,0.556,2.9,4.4,7.3,2.9,1.7,2.6,2.6,8.1,8.7
2004-05,36,DET,NBA,C,10,0,57,2.5,8.2,0.308,0,0,NA,2.5,8.2,0.308,2.5,5.1,0.5,1.9,9.5,11.4,3.2,1.3,0,2.5,8.2,7.6
Career,NA,,NBA,,106,53,2268,5.4,12.2,0.44,0,0.1,0.25,5.4,12.2,0.441,3.3,5,0.67,2.5,5.4,7.9,1.6,0.8,2.2,2,4.7,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,59,30,1396,5.5,11.8,0.462,0,0.1,0.5,5.4,11.8,0.462,3.1,4.9,0.64,2.4,4.9,7.3,1.5,0.8,2.3,1.9,4.4,14.1
2 seasons,NA,DET,NBA,,24,0,181,2.8,9.5,0.292,0,0,NA,2.8,9.5,0.292,2.8,5.2,0.538,2.6,6,8.6,3,1.6,1.8,2.6,8.2,8.4
3 seasons,NA,CHH,NBA,,23,23,691,5.9,13.7,0.43,0,0.1,0,5.9,13.6,0.433,3.9,5.1,0.763,2.6,6.4,9,1.4,0.7,2,2.2,4.5,15.6
