Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,27,WSB,NBA,PF,2,0,2,18,36,0.5,0,0,NA,18,36,0.5,0,0,NA,36,0,36,0,18,0,36,18,36
1987-88,29,LAC,NBA,PF,23,2,313,7,15.4,0.455,0,0.1,0,7,15.3,0.459,1.4,4.1,0.333,4.3,6.7,10.9,1.8,1,1.5,2.5,4.3,15.4
Career,NA,,NBA,,25,2,315,7.1,15.5,0.456,0,0.1,0,7.1,15.4,0.459,1.4,4.1,0.333,4.5,6.6,11.1,1.8,1.1,1.5,2.7,4.3,15.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAC,NBA,,23,2,313,7,15.4,0.455,0,0.1,0,7,15.3,0.459,1.4,4.1,0.333,4.3,6.7,10.9,1.8,1,1.5,2.5,4.3,15.4
1 season,NA,WSB,NBA,,2,0,2,18,36,0.5,0,0,NA,18,36,0.5,0,0,NA,36,0,36,0,18,0,36,18,36
