Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,24,TOT,NBA,PG,33,11,669,4.3,10.7,0.399,0.1,1.3,0.08,4.1,9.3,0.445,1.2,1.6,0.767,1,2.6,3.6,5.7,0.7,0.2,2.6,2,9.8
2011-12,24,ATL,NBA,PG,5,0,20,5.4,14.4,0.375,0,1.8,0,5.4,12.6,0.429,0,0,NA,1.8,7.2,9,9,1.8,0,3.6,5.4,10.8
2011-12,24,NOH,NBA,PG,3,0,41,4.4,12.3,0.357,0,1.8,0,4.4,10.5,0.417,1.8,3.5,0.5,1.8,0.9,2.6,7,1.8,0,4.4,1.8,10.5
2011-12,24,CLE,NBA,PG,25,11,608,4.2,10.4,0.403,0.1,1.3,0.091,4.1,9.1,0.448,1.2,1.5,0.808,0.9,2.6,3.5,5.4,0.6,0.2,2.5,1.9,9.8
2012-13,25,TOT,NBA,SG-PG,23,0,263,3.7,10.7,0.346,1,2.6,0.368,2.7,8.1,0.339,2.7,3.4,0.8,0.4,3.4,3.8,5.2,0.7,0,1.9,2.3,11.1
2012-13,25,CLE,NBA,SG,20,0,257,3.8,10.9,0.346,1,2.7,0.368,2.8,8.3,0.339,2.8,3.5,0.8,0.4,3.5,3.9,5.2,0.7,0,1.8,2.4,11.3
2012-13,25,NOH,NBA,PG,3,0,6,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,6,0,0,6,0,0
2013-14,26,IND,NBA,SG,48,1,392,4,10.7,0.376,0.9,3.9,0.238,3.1,6.9,0.453,1.1,1.8,0.6,0.4,3.7,4,4.6,0.9,0.1,2,1.7,10.1
2014-15,27,IND,NBA,PG,53,21,1107,4.7,11.5,0.408,1.3,4.3,0.313,3.4,7.3,0.464,2,2.5,0.779,0.4,4.3,4.7,6.2,0.7,0,2.1,1.5,12.7
2015-16,28,BRK,NBA,PG,61,33,1318,4.2,9.6,0.44,1,2.7,0.384,3.2,6.9,0.462,2.1,2.8,0.75,0.5,4.3,4.7,7.3,0.9,0.1,2.2,2,11.6
Career,NA,,NBA,,218,66,3749,4.3,10.5,0.409,0.9,3,0.31,3.4,7.5,0.449,1.9,2.5,0.754,0.5,3.9,4.4,6.3,0.8,0.1,2.2,1.9,11.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,IND,NBA,,101,22,1499,4.5,11.3,0.4,1.2,4.2,0.295,3.3,7.2,0.462,1.7,2.3,0.742,0.4,4.1,4.5,5.8,0.8,0,2.1,1.6,12
1 season,NA,BRK,NBA,,61,33,1318,4.2,9.6,0.44,1,2.7,0.384,3.2,6.9,0.462,2.1,2.8,0.75,0.5,4.3,4.7,7.3,0.9,0.1,2.2,2,11.6
2 seasons,NA,CLE,NBA,,45,11,865,4.1,10.6,0.386,0.4,1.7,0.22,3.7,8.9,0.418,1.7,2.1,0.804,0.7,2.9,3.6,5.4,0.6,0.1,2.3,2,10.2
2 seasons,NA,NOH,NBA,,6,0,47,3.8,10.7,0.357,0,1.5,0,3.8,9.2,0.417,1.5,3.1,0.5,1.5,0.8,2.3,6.9,1.5,0,4.6,1.5,9.2
1 season,NA,ATL,NBA,,5,0,20,5.4,14.4,0.375,0,1.8,0,5.4,12.6,0.429,0,0,NA,1.8,7.2,9,9,1.8,0,3.6,5.4,10.8
