,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,22,DEN,NBA,PF,46,1037,,,1%,93%,7%,+0.6,-4.0,20,16,53,15,70,12,80,11,43
2012-13,23,DEN,NBA,PF,80,2248,,,,79%,21%,+5.3,+0.2,33,38,85,30,108,12,176,26,75
2013-14,24,DEN,NBA,PF,80,2178,,,23%,70%,7%,-3.1,-2.2,55,39,83,24,127,14,234,31,66
2014-15,25,DEN,NBA,PF,75,2086,,,3%,72%,25%,-1.4,+5.2,44,33,90,30,127,13,204,32,68
2015-16,26,DEN,NBA,PF,67,1694,,,1%,80%,20%,-3.6,-0.9,18,40,68,22,102,10,188,32,59
2016-17,27,DEN,NBA,PF,61,1296,,,6%,68%,26%,-1.8,-2.8,22,16,60,13,73,3,128,19,42
2017-18,28,DEN,NBA,PF,32,461,,,14%,74%,12%,-4.9,-7.0,7,3,23,8,23,1,42,2,10
2018-19,29,TOT,NBA,C,37,728,,,,13%,87%,+4.3,+2.1,15,10,28,5,47,12,53,9,20
2018-19,29,BRK,NBA,C,12,118,,,,24%,77%,-8.0,-8.1,3,2,3,1,9,1,4,2,2
2018-19,29,HOU,NBA,C,25,610,,,,11%,89%,+6.8,+2.1,12,8,25,4,38,11,49,7,18
Career,,,NBA,,478,11728,,,6%,72%,22%,-0.4,-0.4,214,195,490,147,677,77,1105,162,383
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,DEN,NBA,,441,11000,,,7%,76%,17%,-0.7,-0.5,199,185,462,142,630,65,1052,153,363
1 season,,HOU,NBA,,25,610,,,,11%,89%,+6.8,+2.1,12,8,25,4,38,11,49,7,18
1 season,,BRK,NBA,,12,118,,,,24%,77%,-8.0,-8.1,3,2,3,1,9,1,4,2,2
