Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1967-68,23,PHI,NBA,NA,19,NA,73,8.9,23.2,0.383,3.5,6.9,0.5,12.3,3.5,5.9,21.2
Career,NA,,NBA,NA,19,NA,73,8.9,23.2,0.383,3.5,6.9,0.5,12.3,3.5,5.9,21.2
