Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,27,NYA,ABA,SG,7,NA,313,8.1,16.4,0.49,0.2,0.7,0.333,7.8,15.8,0.496,5.2,6,0.865,NA,NA,3.5,4.1,NA,NA,21.5
1970-71,28,TEX,ABA,SG,4,NA,101,11.4,31,0.368,0.7,4.3,0.167,10.7,26.7,0.4,5,7.1,0.7,3.9,4.3,8.2,11.8,2.9,4.3,28.5
Career,NA,,ABA,,11,NA,414,8.9,20,0.443,0.3,1.6,0.222,8.5,18.4,0.462,5.1,6.3,0.819,3.9,4.3,4.6,6,2.9,1,23.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYA,ABA,,7,NA,313,8.1,16.4,0.49,0.2,0.7,0.333,7.8,15.8,0.496,5.2,6,0.865,NA,NA,3.5,4.1,NA,NA,21.5
1 season,NA,TEX,ABA,,4,NA,101,11.4,31,0.368,0.7,4.3,0.167,10.7,26.7,0.4,5,7.1,0.7,3.9,4.3,8.2,11.8,2.9,4.3,28.5
