Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,25,TOT,ABA,SG,73,2853,17.3,0.491,0.01,0.377,NA,NA,6,13.8,13.7,25.9,NA,4.6,1.2,5.8,0.098
1967-68,25,OAK,ABA,SG,42,1768,18,0.493,0.012,0.373,NA,NA,6.7,13.5,14.6,27.5,NA,3.1,0.4,3.5,0.094
1967-68,25,NJA,ABA,SG,31,1085,16.2,0.487,0.006,0.385,NA,NA,4.9,14.3,11.9,23.2,NA,1.5,0.9,2.4,0.104
1968-69,26,TOT,ABA,SG,61,1403,14.2,0.487,0.005,0.393,NA,NA,6.2,15.4,16.4,23.8,NA,1,0.9,1.9,0.066
1968-69,26,NYA,ABA,SG,35,920,16.4,0.511,0.002,0.398,NA,NA,6.2,15.1,14.9,23.4,NA,1.3,0.5,1.8,0.092
1968-69,26,HSM,ABA,SG,6,138,11,0.488,0,0.46,NA,NA,4.9,13.6,20.1,24.8,NA,0.1,0.1,0.2,0.073
1968-69,26,DNR,ABA,SG,20,345,9.7,0.419,0.013,0.352,NA,NA,6.7,17.1,18.6,24.5,NA,-0.4,0.3,0,-0.006
1969-70,27,NYA,ABA,SG,80,3210,20.7,0.55,0.023,0.344,NA,NA,8.2,12.9,12.4,23.5,NA,8.1,2.9,10.9,0.164
1970-71,28,TOT,ABA,SG,60,1806,12,0.474,0.039,0.294,NA,NA,6,13,14.6,23.2,NA,0.1,1.1,1.2,0.031
1970-71,28,NYA,ABA,SG,27,985,11.5,0.479,0.02,0.294,NA,NA,5.3,10.5,14.5,23.1,NA,0.2,0.4,0.6,0.029
1970-71,28,TEX,ABA,SG,33,821,12.6,0.468,0.061,0.293,NA,NA,6.9,15.9,14.8,23.2,NA,-0.1,0.7,0.6,0.035
Career,NA,,ABA,,274,9272,17,0.507,0.019,0.353,NA,NA,6.8,13.6,13.8,24.2,NA,13.8,6.1,19.9,0.103
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"NJA,NYA",ABA,,173,6200,17.8,0.522,0.016,0.351,NA,NA,6.8,13.1,13,23.4,NA,11,4.6,15.7,0.121
1 season,NA,OAK,ABA,,42,1768,18,0.493,0.012,0.373,NA,NA,6.7,13.5,14.6,27.5,NA,3.1,0.4,3.5,0.094
1 season,NA,TEX,ABA,,33,821,12.6,0.468,0.061,0.293,NA,NA,6.9,15.9,14.8,23.2,NA,-0.1,0.7,0.6,0.035
1 season,NA,DNR,ABA,,20,345,9.7,0.419,0.013,0.352,NA,NA,6.7,17.1,18.6,24.5,NA,-0.4,0.3,0,-0.006
1 season,NA,HSM,ABA,,6,138,11,0.488,0,0.46,NA,NA,4.9,13.6,20.1,24.8,NA,0.1,0.1,0.2,0.073
