Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,TOT,ABA,SG,73,NA,2853,633,1500,0.422,1,15,0.067,632,1485,0.426,0.422,451,566,0.797,NA,NA,394,249,277,212,1718
1967-68,25,OAK,ABA,SG,42,NA,1768,421,983,0.428,1,12,0.083,420,971,0.433,0.429,286,367,0.779,NA,NA,274,147,195,123,1129
1967-68,25,NJA,ABA,SG,31,NA,1085,212,517,0.41,0,3,0,212,514,0.412,0.41,165,199,0.829,NA,NA,120,102,82,89,589
1968-69,26,TOT,ABA,SG,61,NA,1403,274,649,0.422,0,3,0,274,646,0.424,0.422,193,255,0.757,100,95,195,143,149,141,741
1968-69,26,NYA,ABA,SG,35,NA,920,190,427,0.445,0,1,0,190,426,0.446,0.445,133,170,0.782,68,60,128,87,88,85,513
1968-69,26,HSM,ABA,SG,6,NA,138,28,63,0.444,0,0,NA,28,63,0.444,0.444,18,29,0.621,7,9,16,12,19,16,74
1968-69,26,DNR,ABA,SG,20,NA,345,56,159,0.352,0,2,0,56,157,0.357,0.352,42,56,0.75,25,26,51,44,42,40,154
1969-70,27,NYA,ABA,SG,80,NA,3210,756,1528,0.495,11,35,0.314,745,1493,0.499,0.498,412,526,0.783,252,294,546,264,248,268,1935
1970-71,28,TOT,ABA,SG,60,NA,1806,357,862,0.414,10,34,0.294,347,828,0.419,0.42,198,253,0.783,103,136,239,174,167,171,922
1970-71,28,NYA,ABA,SG,27,NA,985,192,453,0.424,4,9,0.444,188,444,0.423,0.428,102,133,0.767,52,54,106,73,87,84,490
1970-71,28,TEX,ABA,SG,33,NA,821,165,409,0.403,6,25,0.24,159,384,0.414,0.411,96,120,0.8,51,82,133,101,80,87,432
Career,NA,,ABA,,274,NA,9272,2020,4539,0.445,22,87,0.253,1998,4452,0.449,0.447,1254,1600,0.784,455,525,1374,830,841,792,5316
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"NJA,NYA",ABA,,173,NA,6200,1350,2925,0.462,15,48,0.313,1335,2877,0.464,0.464,812,1028,0.79,372,408,900,526,505,526,3527
1 season,NA,OAK,ABA,,42,NA,1768,421,983,0.428,1,12,0.083,420,971,0.433,0.429,286,367,0.779,NA,NA,274,147,195,123,1129
1 season,NA,TEX,ABA,,33,NA,821,165,409,0.403,6,25,0.24,159,384,0.414,0.411,96,120,0.8,51,82,133,101,80,87,432
1 season,NA,DNR,ABA,,20,NA,345,56,159,0.352,0,2,0,56,157,0.357,0.352,42,56,0.75,25,26,51,44,42,40,154
1 season,NA,HSM,ABA,,6,NA,138,28,63,0.444,0,0,NA,28,63,0.444,0.444,18,29,0.621,7,9,16,12,19,16,74
