Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,26,DLC,ABA,SF,1,NA,14:00,0,8,0,0,0,NA,0,0,NA,0,4,1,0,0,3,1,0
1973-74,27,SAA,ABA,PF,1,NA,19:00,2,11,0.182,0,1,0,0,0,NA,4,8,2,0,1,1,4,4
Career,NA,,ABA,,2,NA,33,2,19,0.105,0,1,0,0,0,NA,4,12,3,0,1,4,5,4
