,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1979-80,22,NYK,NBA,,9,,0,,,,7,9,,,,,,,,,19,
1980-81,23,NYK,NBA,,7,,0,,,,6,7,,,,,,,,,17,
1981-82,24,NYK,NBA,,5,,0,,,,3,5,,,,,,,,,11,
Career,,,,,9,,0,,,,7,9,,,,,,,,,19,
