,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,20,OKC,NBA,C,81,1197,.503,3.2,1.000,.659,.292,.043,.005,.000,.503,.615,.296,.250,.000,,.613,.162,26,,,,0,0
2014-15,21,OKC,NBA,C,70,1771,.544,3.3,.995,.599,.356,.038,.003,.005,.547,.644,.408,.333,.000,.000,.650,.213,72,,.000,,1,0
2015-16,22,OKC,NBA,C,80,2014,.613,2.2,1.000,.721,.258,.016,.005,.000,.613,.655,.500,.571,.500,,.762,.277,101,,,,0,0
2016-17,23,OKC,NBA,C,80,2389,.571,3.7,.998,.557,.388,.046,.005,.002,.572,.655,.488,.367,.000,.000,.668,.198,112,,.000,,1,0
2017-18,24,OKC,NBA,C,76,2487,.629,2.6,.997,.708,.233,.052,.004,.003,.631,.688,.494,.514,.000,.000,.690,.242,150,,.000,,2,0
2018-19,25,OKC,NBA,C,80,2669,.595,3.5,.998,.645,.294,.058,.000,.002,.596,.667,.458,.511,,.000,.642,.190,131,,.000,,2,0
2019-20,26,OKC,NBA,C,58,1564,.591,4.3,.993,.530,.388,.072,.002,.007,.593,.745,.390,.563,1.000,.333,.670,.181,74,1.000,.333,.000,1,1
Career,,,NBA,,525,14091,.589,3.3,.997,.632,.313,.048,.003,.003,.590,.671,.450,.472,.182,.100,.674,.212,666,1.000,.100,.000,7,1
