Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,21,DNA,ABA,SF,1,NA,34:00,9,18,0.5,0,0,NA,11,13,0.846,NA,8,2,NA,NA,NA,4,29
1976-77,22,DEN,NBA,SG,1,1,29:00,7,9,0.778,NA,NA,NA,4,6,0.667,0,7,3,3,0,NA,3,18
1977-78,23,DEN,NBA,SG,1,1,35:00,10,16,0.625,NA,NA,NA,2,4,0.5,0,3,3,1,0,4,4,22
1978-79,24,DEN,NBA,SG,1,1,34:00,11,17,0.647,NA,NA,NA,3,7,0.429,3,5,2,1,1,1,4,25
1982-83,28,SEA,NBA,SG,1,1,17:00,5,7,0.714,0,0,NA,0,0,NA,0,1,2,1,0,3,2,10
Career,NA,,TOT,,5,4,149,42,67,0.627,0,0,NA,20,30,0.667,3,24,12,6,1,8,17,104
,NA,,NBA,,4,4,115,33,49,0.673,0,0,NA,9,17,0.529,3,16,10,6,1,8,13,75
,NA,,ABA,,1,NA,34,9,18,0.5,0,0,NA,11,13,0.846,NA,8,2,NA,NA,NA,4,29
