,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,21,NYK,NBA,PF,42,494,,,,69%,31%,+3.9,+6.2,9,11,36,7,31,0,31,10,14
2004-05,22,NYK,NBA,C,77,1509,,,,4%,97%,-1.1,+2.8,29,25,116,32,119,0,97,27,42
2005-06,23,CHI,NBA,C,66,1222,,,,29%,72%,-2.0,-4.2,13,31,118,31,103,7,137,21,48
2006-07,24,CHI,NBA,C,48,385,,,,,100%,+4.2,-1.2,9,6,35,14,34,0,61,12,28
Career,,,NBA,,233,3610,,,,21%,79%,-0.1,+0.5,60,73,305,84,287,7,326,70,132
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NYK,NBA,,119,2003,,,,20%,80%,+0.1,+3.6,38,36,152,39,150,0,128,37,56
2 seasons,,CHI,NBA,,114,1607,,,,22%,78%,-0.5,-3.5,22,37,153,45,137,7,198,33,76
