,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,20,PHO,NBA,C,42,362,.423,6.7,1.000,.474,.205,.218,.103,.000,.423,.595,.375,.294,.000,,.485,.141,10,,,,0,0
2014-15,21,PHO,NBA,C,69,1518,.507,6.2,.992,.544,.164,.167,.116,.008,.509,.677,.293,.288,.341,.333,.663,.204,66,1.000,.333,1.000,0,0
2015-16,22,PHO,NBA,C,78,1821,.423,6.9,.989,.442,.224,.128,.192,.011,.426,.572,.279,.300,.350,.143,.669,.160,89,1.000,.571,.250,0,0
2016-17,23,PHO,NBA,C,77,1560,.497,6.3,.974,.510,.238,.097,.127,.026,.503,.669,.345,.267,.322,.250,.630,.179,72,1.000,.500,.333,2,0
2017-18,24,PHO,NBA,C,69,1395,.566,2.7,.992,.733,.167,.053,.040,.008,.568,.646,.349,.500,.133,.333,.676,.288,95,1.000,.000,,0,0
2018-19,25,ATL,NBA,C,77,1544,.494,10.0,.685,.503,.122,.032,.028,.315,.554,.638,.342,.333,.222,.363,.720,.215,120,.986,.480,.378,1,0
2019-20,26,TOT,NBA,C,49,895,.556,7.2,.815,.563,.195,.050,.007,.185,.626,.694,.508,.333,.500,.250,.727,.265,70,1.000,.464,.346,0,0
2019-20,26,ATL,NBA,C,40,745,.546,7.9,.785,.538,.185,.054,.008,.215,.627,.693,.521,.357,.500,.250,.734,.269,60,1.000,.464,.346,0,0
2019-20,26,SAC,NBA,C,9,150,.619,2.5,1.000,.714,.262,.024,.000,.000,.619,.700,.455,.000,,,.692,.238,10,,,,0,0
Career,,,NBA,,461,9095,.495,6.9,.900,.532,.184,.090,.092,.100,.513,.643,.341,.311,.312,.330,.674,.209,522,.989,.474,.370,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,PHO,NBA,,335,6656,.485,5.8,.987,.537,.204,.117,.128,.013,.489,.636,.315,.308,.317,.240,.653,.198,332,1.000,.440,.364,2,0
2 seasons,,ATL,NBA,,117,2289,.509,9.4,.714,.513,.140,.039,.022,.286,.577,.655,.409,.343,.250,.338,.725,.230,180,.989,.477,.371,1,0
1 season,,SAC,NBA,,9,150,.619,2.5,1.000,.714,.262,.024,.000,.000,.619,.700,.455,.000,,,.692,.238,10,,,,0,0
