Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,24,TOT,NBA,C,31,6,390,38,83,0.458,0,0,NA,38,83,0.458,0.458,21,32,0.656,38,89,127,5,7,22,18,66,97
2013-14,24,GSW,NBA,C,4,0,6,0,1,0,0,0,NA,0,1,0,0,1,2,0.5,0,0,0,0,0,0,0,1,1
2013-14,24,PHI,NBA,C,11,0,150,15,29,0.517,0,0,NA,15,29,0.517,0.517,7,13,0.538,11,38,49,3,0,9,9,28,37
2013-14,24,ORL,NBA,C,16,6,234,23,53,0.434,0,0,NA,23,53,0.434,0.434,13,17,0.765,27,51,78,2,7,13,9,37,59
2014-15,25,ORL,NBA,C,59,15,845,91,162,0.562,0,1,0,91,161,0.565,0.562,34,64,0.531,118,177,295,9,16,50,51,141,216
2015-16,26,ORL,NBA,C,58,20,705,99,177,0.559,0,0,NA,99,177,0.559,0.559,57,76,0.75,67,161,228,13,22,46,32,109,255
2016-17,27,SAS,NBA,C,76,37,1330,161,259,0.622,0,0,NA,161,259,0.622,0.622,65,93,0.699,129,367,496,44,37,61,61,180,387
2017-18,28,ATL,NBA,C,62,46,1542,250,477,0.524,50,141,0.355,200,336,0.595,0.577,67,86,0.779,100,389,489,90,40,51,86,162,617
2018-19,29,ATL,NBA,C,64,52,1609,259,526,0.492,83,217,0.382,176,309,0.57,0.571,92,113,0.814,105,375,480,90,69,71,84,214,693
2019-20,30,TOT,NBA,C,44,18,774,102,255,0.4,22,107,0.206,80,148,0.541,0.443,30,36,0.833,60,189,249,22,25,41,57,133,256
2019-20,30,SAC,NBA,C,34,10,541,69,171,0.404,14,71,0.197,55,100,0.55,0.444,23,28,0.821,46,121,167,15,15,26,47,93,175
2019-20,30,ATL,NBA,C,10,8,233,33,84,0.393,8,36,0.222,25,48,0.521,0.44,7,8,0.875,14,68,82,7,10,15,10,40,81
Career,NA,,NBA,,394,194,7195,1000,1939,0.516,155,466,0.333,845,1473,0.574,0.556,366,500,0.732,617,1747,2364,273,216,342,389,1005,2521
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ATL,NBA,,136,106,3384,542,1087,0.499,141,394,0.358,401,693,0.579,0.563,166,207,0.802,219,832,1051,187,119,137,180,416,1391
3 seasons,NA,ORL,NBA,,133,41,1784,213,392,0.543,0,1,0,213,391,0.545,0.543,104,157,0.662,212,389,601,24,45,109,92,287,530
1 season,NA,SAS,NBA,,76,37,1330,161,259,0.622,0,0,NA,161,259,0.622,0.622,65,93,0.699,129,367,496,44,37,61,61,180,387
1 season,NA,SAC,NBA,,34,10,541,69,171,0.404,14,71,0.197,55,100,0.55,0.444,23,28,0.821,46,121,167,15,15,26,47,93,175
1 season,NA,PHI,NBA,,11,0,150,15,29,0.517,0,0,NA,15,29,0.517,0.517,7,13,0.538,11,38,49,3,0,9,9,28,37
1 season,NA,GSW,NBA,,4,0,6,0,1,0,0,0,NA,0,1,0,0,1,2,0.5,0,0,0,0,0,0,0,1,1
