,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,24,TOT,NBA,C,31,390,,,,9%,91%,-9.6,-5.9,5,6,38,3,16,4,12,4,4
2013-14,24,GSW,NBA,C,4,6,,,,38%,63%,-46.2,-51.2,0,0,1,0,1,0,0,0,0
2013-14,24,PHI,NBA,C,11,150,,,,10%,90%,-9.7,+1.1,3,3,14,1,6,1,7,1,1
2013-14,24,ORL,NBA,C,16,234,,,,8%,92%,-8.5,-2.9,2,3,23,2,9,3,5,3,3
2014-15,25,ORL,NBA,C,59,845,,,,34%,66%,-0.8,+6.6,11,12,61,16,29,2,19,6,19
2015-16,26,ORL,NBA,C,58,705,,,,2%,98%,-3.1,-1.8,3,11,61,7,34,2,31,7,15
2016-17,27,SAS,NBA,C,76,1330,,,,4%,96%,+9.0,+1.6,25,9,96,17,47,4,101,16,26
2017-18,28,ATL,NBA,C,62,1542,,,,,100%,-5.5,+0.7,34,15,81,19,41,4,222,21,12
2018-19,29,ATL,NBA,C,64,1609,,,,5%,95%,-5.0,+1.4,37,18,114,19,49,3,214,12,25
2019-20,30,TOT,NBA,C,44,774,,,,,100%,-1.9,+3.6,22,10,68,17,18,7,51,8,13
2019-20,30,SAC,NBA,C,34,541,,,,,100%,-3.0,-1.2,16,9,47,14,12,4,35,4,9
2019-20,30,ATL,NBA,C,10,233,,,,,100%,+0.4,+9.0,6,1,21,3,6,3,16,4,4
Career,,,NBA,,394,7195,,,,7%,93%,-1.8,+1.4,137,81,519,98,234,26,650,74,114
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,136,3384,,,,2%,98%,-4.9,+1.6,77,34,216,41,96,10,452,37,41
3 seasons,,ORL,NBA,,133,1784,,,,18%,82%,-2.7,+2.1,16,26,145,25,72,7,55,16,37
1 season,,SAS,NBA,,76,1330,,,,4%,96%,+9.0,+1.6,25,9,96,17,47,4,101,16,26
1 season,,SAC,NBA,,34,541,,,,,100%,-3.0,-1.2,16,9,47,14,12,4,35,4,9
1 season,,PHI,NBA,,11,150,,,,10%,90%,-9.7,+1.1,3,3,14,1,6,1,7,1,1
1 season,,GSW,NBA,,4,6,,,,38%,63%,-46.2,-51.2,0,0,1,0,1,0,0,0,0
