Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,26,STL,NBA,C,50,NA,394,5.6,12.7,0.439,2.3,5.8,0.391,NA,NA,11.2,1.2,NA,NA,7.8,13.4
1968-69,27,ATL,NBA,C,78,NA,1367,7,15,0.467,4.1,6.1,0.667,NA,NA,13.9,2.6,NA,NA,6.3,18
1969-70,28,ATL,NBA,C,82,NA,2623,6,12.9,0.464,3.3,4.4,0.755,NA,NA,10.9,3.3,NA,NA,4.6,15.3
1970-71,29,ATL,NBA,C,82,NA,1864,4.7,9.7,0.479,3.8,5.6,0.677,NA,NA,10.5,2.1,NA,NA,4.9,13.1
1971-72,30,TOT,NBA,C,75,NA,983,5.4,12.4,0.435,3.7,5.6,0.649,NA,NA,10.1,1.9,NA,NA,5.1,14.4
1971-72,30,ATL,NBA,C,11,NA,119,2.4,10,0.242,3,5.4,0.556,NA,NA,10.9,2.4,NA,NA,4.2,7.9
1971-72,30,HOU,NBA,C,12,NA,180,3.6,10.8,0.333,5.2,7.6,0.684,NA,NA,8.8,1,NA,NA,3.6,12.4
1971-72,30,DET,NBA,C,52,NA,684,6.4,13.2,0.482,3.4,5.2,0.653,NA,NA,10.3,2,NA,NA,5.6,16.1
1972-73,31,DET,NBA,C,73,NA,771,6.1,12,0.51,3.4,5.3,0.632,NA,NA,12.2,2.6,NA,NA,5.9,15.6
1973-74,32,DET,NBA,C,78,NA,947,4.4,10.8,0.413,3.4,5.3,0.647,3.9,7.3,11.1,3.3,1.5,1.1,6,12.3
1974-75,33,DET,NBA,C,79,NA,1078,3.9,8.7,0.454,2.8,3.9,0.726,3.2,6.3,9.5,3,1.7,1.2,4.3,10.7
Career,NA,,NBA,,597,NA,10027,5.5,11.8,0.461,3.5,5.1,0.674,3.5,6.8,11.2,2.7,1.6,1.2,5.3,14.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"STL,ATL",NBA,,303,NA,6367,5.7,12.4,0.463,3.5,5.2,0.679,NA,NA,11.5,2.6,NA,NA,5.2,15
4 seasons,NA,DET,NBA,,282,NA,3480,5,10.9,0.463,3.2,4.8,0.665,3.5,6.8,10.7,2.8,1.6,1.2,5.4,13.3
1 season,NA,HOU,NBA,,12,NA,180,3.6,10.8,0.333,5.2,7.6,0.684,NA,NA,8.8,1,NA,NA,3.6,12.4
