Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,26,STL,NBA,C,2,NA,4.5,0.5,1.5,0.333,0,0,NA,NA,NA,1.5,0,NA,NA,1,1
1968-69,27,ATL,NBA,C,8,NA,6.5,0.5,1.9,0.267,0.6,1,0.625,NA,NA,2.1,0.1,NA,NA,0.9,1.6
1969-70,28,ATL,NBA,C,9,NA,13,1.6,4.1,0.378,1.1,1.9,0.588,NA,NA,3.3,0.7,NA,NA,2.7,4.2
1970-71,29,ATL,NBA,C,5,NA,23.8,3.4,7.2,0.472,4.4,5.4,0.815,NA,NA,4.4,0.8,NA,NA,3.4,11.2
1973-74,32,DET,NBA,C,7,NA,9.9,1.6,2.7,0.579,0.6,0.9,0.667,0.6,1.7,2.3,0.7,0.3,0.1,1.6,3.7
1974-75,33,DET,NBA,C,2,NA,8,1,2,0.5,1.5,2.5,0.6,1,1,2,0,0.5,0,0.5,3.5
Career,NA,,NBA,,33,NA,11.6,1.5,3.5,0.43,1.3,1.9,0.698,0.7,1.6,2.8,0.5,0.3,0.1,1.9,4.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"STL,ATL",NBA,,24,NA,12.4,1.5,3.8,0.396,1.5,2.2,0.712,NA,NA,3,0.5,NA,NA,2.1,4.5
2 seasons,NA,DET,NBA,,9,NA,9.4,1.4,2.6,0.565,0.8,1.2,0.636,0.7,1.6,2.2,0.6,0.3,0.1,1.3,3.7
