Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,32,DET,NBA,C,78,NA,947,5.6,13.5,0.413,4.3,6.6,0.647,4.9,9.1,13.9,4.1,1.9,1.4,7.5,15.4,NA,NA,91
1974-75,33,DET,NBA,C,79,NA,1078,5.2,11.5,0.454,3.8,5.2,0.726,4.3,8.4,12.6,4,2.2,1.6,5.7,14.2,NA,NA,97
Career,NA,,NBA,,157,NA,2025,5.4,12.5,0.461,4,5.9,0.674,4.5,8.7,13.3,4,2,1.5,6.6,14.8,NA,NA,94
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,157,NA,2025,5.4,12.5,0.463,4,5.9,0.665,4.5,8.7,13.3,4,2,1.5,6.6,14.8,NA,NA,94
5 seasons,NA,"STL,ATL",NBA,,0,NA,0,NA,NA,0.463,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HOU,NBA,,0,NA,0,NA,NA,0.333,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
