Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,26,STL,NBA,C,2,NA,9,1,3,0.333,0,0,NA,NA,NA,3,0,NA,NA,2,2
1968-69,27,ATL,NBA,C,8,NA,52,4,15,0.267,5,8,0.625,NA,NA,17,1,NA,NA,7,13
1969-70,28,ATL,NBA,C,9,NA,117,14,37,0.378,10,17,0.588,NA,NA,30,6,NA,NA,24,38
1970-71,29,ATL,NBA,C,5,NA,119,17,36,0.472,22,27,0.815,NA,NA,22,4,NA,NA,17,56
1973-74,32,DET,NBA,C,7,NA,69,11,19,0.579,4,6,0.667,4,12,16,5,2,1,11,26
1974-75,33,DET,NBA,C,2,NA,16,2,4,0.5,3,5,0.6,2,2,4,0,1,0,1,7
Career,NA,,NBA,,33,NA,382,49,114,0.43,44,63,0.698,6,14,92,16,3,1,62,142
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"STL,ATL",NBA,,24,NA,297,36,91,0.396,37,52,0.712,NA,NA,72,11,NA,NA,50,109
2 seasons,NA,DET,NBA,,9,NA,85,13,23,0.565,7,11,0.636,6,14,20,5,3,1,12,33
