Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,26,STL,NBA,C,50,394,9.1,0.44,0.46,NA,NA,NA,4.5,NA,NA,NA,-0.2,0.4,0.2,0.029,NA,NA,NA,NA,NA
1968-69,27,ATL,NBA,C,78,1367,17.3,0.511,0.407,NA,NA,NA,9.9,NA,NA,NA,2.2,1.6,3.8,0.134,NA,NA,NA,NA,NA
1969-70,28,ATL,NBA,C,82,2623,14.4,0.515,0.337,NA,NA,NA,11.4,NA,NA,NA,2.6,1.7,4.3,0.079,NA,NA,NA,NA,NA
1970-71,29,ATL,NBA,C,82,1864,12.8,0.538,0.573,NA,NA,13.2,7.4,NA,NA,NA,2.6,0.9,3.5,0.09,NA,NA,NA,NA,NA
1971-72,30,TOT,NBA,C,75,983,12.5,0.486,0.456,NA,NA,13.3,7.1,NA,NA,NA,0.5,0.4,0.9,0.044,NA,NA,NA,NA,NA
1971-72,30,ATL,NBA,C,11,119,6.2,0.318,0.545,NA,NA,14.8,8.2,NA,NA,NA,-0.3,0.1,-0.3,-0.101,NA,NA,NA,NA,NA
1971-72,30,HOU,NBA,C,12,180,9.6,0.438,0.704,NA,NA,11,3.4,NA,NA,NA,-0.1,0.2,0.1,0.035,NA,NA,NA,NA,NA
1971-72,30,DET,NBA,C,52,684,14.3,0.52,0.39,NA,NA,13.6,7.9,NA,NA,NA,0.9,0.1,1,0.072,NA,NA,NA,NA,NA
1972-73,31,DET,NBA,C,73,771,16.1,0.544,0.444,NA,NA,16.5,9.6,NA,NA,NA,1.5,0.8,2.3,0.142,NA,NA,NA,NA,NA
1973-74,32,DET,NBA,C,78,947,13.7,0.471,0.491,11.1,20.7,15.9,12.1,1.9,1.7,NA,0,1.8,1.8,0.092,NA,-2.1,1.3,-0.7,0.3
1974-75,33,DET,NBA,C,79,1078,14.5,0.515,0.45,9.9,19.1,14.5,11.5,2.2,1.8,NA,1.1,1.3,2.3,0.104,NA,-0.2,1,0.8,0.8
Career,NA,,NBA,,597,10027,14.2,0.51,0.433,10.5,19.8,14.4,9.7,2,1.7,NA,10.2,9,19.2,0.092,NA,-1.1,1.2,0.1,1.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"STL,ATL",NBA,,303,6367,14.1,0.512,0.42,NA,NA,13.3,9.4,NA,NA,NA,6.9,4.7,11.6,0.087,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,282,3480,14.6,0.511,0.445,10.5,19.8,15.2,10.5,2,1.7,NA,3.5,4,7.5,0.103,NA,-1.1,1.2,0.1,1.1
1 season,NA,HOU,NBA,,12,180,9.6,0.438,0.704,NA,NA,11,3.4,NA,NA,NA,-0.1,0.2,0.1,0.035,NA,NA,NA,NA,NA
