Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,32,DET,NBA,C,7,NA,69,8,13.9,0.579,2.9,4.4,0.667,2.9,8.8,11.7,3.6,1.5,0.7,8,19,NA,NA,95
1974-75,33,DET,NBA,C,2,NA,16,6.1,12.1,0.5,9.1,15.2,0.6,6.1,6.1,12.1,0,3,0,3,21.3,NA,NA,98
Career,NA,,NBA,,9,NA,85,7.6,13.5,0.43,4.1,6.5,0.698,3.5,8.2,11.8,2.9,1.8,0.6,7.1,19.4,NA,NA,95
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,9,NA,85,7.6,13.5,0.565,4.1,6.5,0.636,3.5,8.2,11.8,2.9,1.8,0.6,7.1,19.4,NA,NA,95
4 seasons,NA,"STL,ATL",NBA,,0,NA,0,NA,NA,0.396,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
