Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,26,STL,NBA,C,2,NA,9,4,12,0.333,0,0,NA,NA,NA,12,0,NA,NA,8,8
1968-69,27,ATL,NBA,C,8,NA,52,2.8,10.4,0.267,3.5,5.5,0.625,NA,NA,11.8,0.7,NA,NA,4.8,9
1969-70,28,ATL,NBA,C,9,NA,117,4.3,11.4,0.378,3.1,5.2,0.588,NA,NA,9.2,1.8,NA,NA,7.4,11.7
1970-71,29,ATL,NBA,C,5,NA,119,5.1,10.9,0.472,6.7,8.2,0.815,NA,NA,6.7,1.2,NA,NA,5.1,16.9
1973-74,32,DET,NBA,C,7,NA,69,5.7,9.9,0.579,2.1,3.1,0.667,2.1,6.3,8.3,2.6,1,0.5,5.7,13.6
1974-75,33,DET,NBA,C,2,NA,16,4.5,9,0.5,6.8,11.3,0.6,4.5,4.5,9,0,2.3,0,2.3,15.8
Career,NA,,NBA,,33,NA,382,4.6,10.7,0.43,4.1,5.9,0.698,2.5,5.9,8.7,1.5,1.3,0.4,5.8,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"STL,ATL",NBA,,24,NA,297,4.4,11,0.396,4.5,6.3,0.712,NA,NA,8.7,1.3,NA,NA,6.1,13.2
2 seasons,NA,DET,NBA,,9,NA,85,5.5,9.7,0.565,3,4.7,0.636,2.5,5.9,8.5,2.1,1.3,0.4,5.1,14
