Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,23,HSM,ABA,SG,76,1572,10.8,0.388,0.068,0.218,NA,NA,7.6,10.3,8.2,24.1,NA,-3,1.8,-1.2,-0.038
1968-69,24,HSM,ABA,SG,11,264,2.9,0.313,0.041,0.057,NA,NA,4.7,9.2,11.3,19.4,NA,-1,0.2,-0.8,-0.145
Career,NA,,ABA,,87,1836,9.7,0.379,0.065,0.198,NA,NA,7.2,10.1,8.6,23.5,NA,-4,2,-2,-0.053
