Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,20,GSW,NBA,PG,47,30,1155,174,384,0.453,39,113,0.345,135,271,0.498,0.504,124,160,0.775,41,91,132,174,69,11,97,115,511
2002-03,21,GSW,NBA,PG,82,82,2866,509,1180,0.431,109,313,0.348,400,867,0.461,0.478,370,468,0.791,97,289,386,514,124,17,290,260,1497
2003-04,22,WAS,NBA,PG,55,52,2066,358,914,0.392,125,333,0.375,233,581,0.401,0.46,237,317,0.748,55,199,254,275,103,12,226,176,1078
2004-05,23,WAS,NBA,PG,80,80,3274,656,1523,0.431,205,562,0.365,451,961,0.469,0.498,521,640,0.814,83,295,378,411,139,23,242,245,2038
2005-06,24,WAS,NBA,PG,80,80,3384,746,1668,0.447,199,540,0.369,547,1128,0.485,0.507,655,799,0.82,59,221,280,484,161,25,297,286,2346
2006-07,25,WAS,NBA,PG,74,73,2942,647,1548,0.418,205,584,0.351,442,964,0.459,0.484,606,718,0.844,61,277,338,443,139,13,236,249,2105
2007-08,26,WAS,NBA,PG,13,8,425,78,196,0.398,22,78,0.282,56,118,0.475,0.454,74,96,0.771,6,45,51,66,23,1,49,30,252
2008-09,27,WAS,NBA,PG,2,2,63,6,23,0.261,2,7,0.286,4,16,0.25,0.304,12,16,0.75,1,8,9,20,0,1,1,4,26
2009-10,28,WAS,NBA,PG,32,32,1169,253,616,0.411,63,181,0.348,190,435,0.437,0.462,153,207,0.739,17,116,133,230,41,9,117,95,722
2010-11,29,TOT,NBA,PG,70,16,1796,269,734,0.366,97,327,0.297,172,407,0.423,0.433,120,153,0.784,22,167,189,274,74,21,177,188,755
2010-11,29,WAS,NBA,PG,21,14,726,130,330,0.394,47,145,0.324,83,185,0.449,0.465,56,67,0.836,6,64,70,117,30,12,71,76,363
2010-11,29,ORL,NBA,PG,49,2,1070,139,404,0.344,50,182,0.275,89,222,0.401,0.406,64,86,0.744,16,103,119,157,44,9,106,112,392
2011-12,30,MEM,NBA,PG,17,0,211,26,64,0.406,13,39,0.333,13,25,0.52,0.508,7,10,0.7,2,16,18,18,11,1,12,35,72
Career,NA,,NBA,,552,455,19351,3722,8850,0.421,1079,3077,0.351,2643,5773,0.458,0.482,2879,3584,0.803,444,1724,2168,2909,884,134,1744,1683,11402
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,WAS,NBA,,357,341,14049,2874,6818,0.422,868,2430,0.357,2006,4388,0.457,0.485,2314,2860,0.809,288,1225,1513,2046,636,96,1239,1161,8930
2 seasons,NA,GSW,NBA,,129,112,4021,683,1564,0.437,148,426,0.347,535,1138,0.47,0.484,494,628,0.787,138,380,518,688,193,28,387,375,2008
1 season,NA,ORL,NBA,,49,2,1070,139,404,0.344,50,182,0.275,89,222,0.401,0.406,64,86,0.744,16,103,119,157,44,9,106,112,392
1 season,NA,MEM,NBA,,17,0,211,26,64,0.406,13,39,0.333,13,25,0.52,0.508,7,10,0.7,2,16,18,18,11,1,12,35,72
